X,Y,Z
-0.4602632,0.0039117476,-9.718785e-05
0.34611958,-0.016591422,8.39922e-05
0.43388173,0.055064075,-7.825968e-05
0.3547151,-0.016799536,-0.00025134347
0.24458353,0.06098936,-0.00015326224
0.24741754,0.0034281395,-0.00012041862
0.17499274,0.022912247,-0.00010500157
0.15438168,0.0043076817,-5.368207e-05
-0.0062399106,-0.004418814,-4.321207e-05
-0.0101219285,0.0023871686,-1.0280737e-05
-0.010246444,0.0023839916,-2.5248097e-05
-0.010262786,0.00203924,1.7786451e-07
-0.013276575,0.003275089,-3.2934536e-06
-0.008727809,0.0036069725,-6.1331584e-06
-0.0042560725,0.0042627053,-1.2776703e-05
-0.007986974,0.002807163,-1.7695698e-05
0.002888648,0.001566533,-4.637726e-06
-0.00042019685,0.0007224632,-2.854742e-05
0.00038335545,-0.00045977658,-7.5021744e-06
-0.004984832,-0.0011704715,-6.433375e-06
-0.00014167816,-0.0004964832,-2.0883366e-05
0.005470333,-0.002071897,1.6195652e-05
-0.0019089755,-0.0019140166,-2.0141344e-05
-0.0012472395,-0.0020351368,-1.7075572e-05
-0.0070467773,-0.0030335214,-9.534965e-06
-0.0021999842,-0.0037449305,-9.37178e-07
-0.010964148,-0.0012649844,1.5497148e-05
-0.0052973586,-0.00036457667,-4.3634136e-05
-0.1734117,-0.032751255,-3.5839825e-05
-0.3229602,-0.01244618,-3.7772425e-05
-0.39849684,0.004279972,1.1696795e-05
-0.42349663,-0.038295917,6.367018e-05
-0.41934654,0.023923844,-0.00011579104
-0.24266371,0.0067738956,-9.190123e-05
-0.26090735,-0.009268329,-8.5351894e-05
-0.18552001,0.022334471,-0.00010490939
-0.15268242,0.020088298,-0.00047709318
-0.09598318,0.08934588,-0.0003521426
-0.15378407,0.109368466,-0.0003442783
-0.18990417,0.13164842,-0.00023525552
-0.25227195,0.14934862,0.00017259737
-0.28341123,0.14640419,-9.780362e-06
-0.30353147,0.084182546,-0.0005270482
-0.48457807,0.06407858,-0.00019342017
-0.42098165,0.073197104,-0.00025393648
-0.4598798,0.049262077,-2.5791303e-06
-0.41105157,0.046138816,-2.1721195e-05
-0.42756313,0.042455833,-4.2735228e-05
-0.39756265,0.027799536,-8.119383e-05
-0.32873982,0.017976586,-5.429114e-05
-0.31241992,0.044159714,-6.744999e-05
-0.3394964,0.022490498,-2.0074978e-05
-0.33724454,0.0068495544,-2.9163279e-05
-0.30920509,0.015776692,-2.3711655e-05
-0.28096205,0.019421749,-2.8340852e-05
-0.29798326,0.019368844,-4.0046023e-05
-0.30342865,0.01027884,-1.8108487e-05
-0.31924903,0.012314266,-5.6093268e-05
-0.31697014,0.008482974,-3.1877305e-05
-0.30914062,0.013825904,-3.9624378e-05
