X,Y,Z
-0.0026941265,-0.0068937778,-3.868981e-06
-0.031098392,-0.008485337,-0.00016096597
-0.036401227,-0.009094128,-0.00020528473
-0.041709334,-0.0087927785,-6.316472e-05
-0.04582719,-0.007568124,-0.00012812472
-0.04835014,-0.0063046175,-4.618483e-05
-0.041422278,-0.005575513,-2.7435519e-05
-0.03725837,-0.0042509786,2.7140793e-05
-0.032777812,-0.0023476803,5.7806205e-06
-0.046513587,-0.0040392117,-1.0954296e-05
-0.043160584,-0.0020473448,-1.4303748e-05
-0.046647508,-0.00089806074,-2.0971062e-05
-0.057641678,-0.00095576775,9.695224e-07
-0.060114633,-0.0014812218,-2.3729257e-05
-0.07656948,-0.0010542569,-5.300178e-05
-0.06481574,-0.0008858383,-2.4122775e-05
-0.061811026,-0.00026637467,-1.8642133e-05
-0.068342075,-0.0011938898,9.965832e-06
-0.08268066,-0.0017208017,-8.15224e-05
-0.06692595,0.003190588,-6.620387e-05
-0.07692959,0.0034878661,-4.8640144e-05
-0.09405642,0.0020085592,-7.78466e-05
-0.08938649,0.002178871,-7.568275e-05
-0.10330895,0.0033243545,-6.0269547e-05
-0.097080596,0.0048806826,-7.879715e-06
-0.10968047,0.003532444,-9.936497e-05
-0.09523914,0.00082661305,-0.00021588814
-0.12180472,0.0020388484,-0.000121032266
-0.13264692,0.0015065445,-2.3227713e-05
-0.12691906,0.00040936188,-0.00010350447
-0.11999634,-0.00016307109,3.190922e-05
-0.089708425,-0.007872534,2.8381368e-05
-0.0838278,-0.009385379,-2.2376975e-05
-0.10260682,-0.014726261,-6.532238e-05
-0.06867883,-0.016485892,-8.687366e-05
-0.072964005,-0.021247342,-3.8077043e-05
-0.060750056,-0.027068244,-6.1449275e-05
-0.04940537,-0.029192032,-3.5598063e-05
-0.002092717,-0.02734998,-2.486671e-05
-0.060776707,-0.0315762,-2.7736909e-05
-0.010051058,-0.028882332,2.7053986e-05
-0.018591002,-0.030691644,-6.2019375e-05
-0.06819944,-0.034992255,-0.00011956733
-0.048120476,-0.031216396,-0.00013154477
-0.0342484,-0.021672867,-0.00023886838
-0.028126245,-0.013387488,-0.00015278789
-0.06051192,-0.0074034035,-0.00022078572
-0.075717516,-0.0028873805,-0.00014230405
-0.11517655,0.0005480124,-0.00016514603
-0.15797858,0.007239874,-0.00023627788
-0.17227809,0.020127015,-0.00019422955
-0.17454045,0.026335582,-0.00020169224
-0.15472783,0.025795424,-0.0001896954
-0.19305156,0.025926039,-0.00025045892
-0.17182638,0.030202892,-0.00017173741
-0.18556412,0.038631015,-0.00024126822
-0.17446347,0.027544243,-0.00019376255
-0.21727659,0.017148482,-0.00021990764
-0.19368605,0.008550336,-0.00016588763
-0.18956967,0.0034315279,-0.0001261948
-0.1680022,-0.005659571,-0.00024275588
-0.07437448,-0.012183894,-4.6522444e-05
-0.050745375,-0.021080723,2.8342072e-06
-0.047533434,-0.031164002,-4.920363e-05
-0.059902992,-0.033193998,-0.00010722099
-0.03976395,-0.043910485,-0.0001790768
-0.13267818,-0.052614767,-0.00014566367
-0.09944164,-0.05603034,-6.3744614e-05
-0.08120767,-0.048414133,2.217073e-05
-0.07250356,-0.048365835,1.0247404e-05
-0.0288888,-0.038662322,0.00015212077
-0.07137836,-0.03229056,-3.2064738e-05
-0.07335037,-0.025148755,-0.00013901296
-0.10045707,-0.019143024,1.3321052e-06
-0.11169494,-0.02017438,-0.00022826261
-0.15974547,-0.00961177,-3.7168068e-06
-0.19738904,-0.007712725,-0.00014329032
-0.20818491,-0.005075881,-0.00020384743
-0.19051889,-0.005670508,-0.00015110233
-0.17443721,-0.0076337894,-0.00017579766
-0.25701168,0.00411777,-0.00023546153
-0.2359013,0.0068150265,-0.0001774726
-0.26631293,0.005969365,-0.00031199114
-0.21449572,0.0034122013,-0.00011223247
-0.2507764,0.0037982499,-0.00016868992
-0.24318694,0.0074457326,-0.00020609645
-0.26587966,0.013265477,-0.00017886524
-0.28674406,0.007932949,-0.0007773901
-0.31785873,0.006870028,-0.0018705571
-0.3856758,0.00075972814,-0.0015227016
-0.39775747,0.009292243,-0.0012452295
-0.48029926,0.009879252,-0.0013288802
-0.47995317,0.01838275,-0.0017758809
-0.57221806,0.010410967,-0.00189368
-0.5481039,0.001014463,-0.0017791573
-0.67323166,0.002693485,-0.0019409963
-0.6245707,-0.012034195,-0.0014501298
-0.68770176,-0.01718993,-0.0023558575
-0.68829906,-0.059174843,-0.002025708
-0.70286876,-0.052448712,-0.0017307639
-0.6933241,-0.08750251,-0.0018227003
-0.7548179,-0.1126963,-0.0016337
-0.72577065,-0.1524417,-0.0012438593
-0.7470565,-0.1491313,-0.0010183672
-0.73791397,-0.1911564,-0.0007771455
-0.7678248,-0.19628969,-0.0010211333
-0.7563555,-0.23928684,-0.0011873284
-0.81815827,-0.21434514,-0.00021895634
-0.7322049,-0.19978099,-0.0005589324
-0.8503471,-0.18873239,0.00044724916
-0.73069745,-0.1799969,6.673516e-06
-0.8122492,-0.1399477,3.3064298e-05
-0.86442083,-0.09064161,-5.2435447e-05
-0.8804451,-0.046267193,-1.7526349e-05
-0.94560206,-0.013951537,-6.792283e-05
-0.96910405,0.0038351582,-7.442249e-05
-1.0749365,0.051564097,-0.00019630985
-1.0069796,0.08783385,-0.00022311254
-1.118217,0.13940088,-0.00021373431
-1.0252653,0.13273995,-0.00022710222
-1.0897031,0.15614958,-0.00027919974
-0.97641003,0.15069912,-0.0001414519
-1.0409713,0.17567822,-0.00017639073
-0.9965422,0.15271562,-0.00017127563
-1.0357537,0.13177735,-7.400086e-05
-0.9967273,0.094443895,-7.243165e-05
-1.0336156,0.059824422,-0.00014057673
-1.0391264,0.028030135,-0.00014716797
