Timestamp,k_d_1,k_v_1,k_d_2,k_v_2,k_d_3,k_v_3
1731474135.858457,56.17842483520508,4.999939918518066,56.17842483520508,4.999939918518066,56.17842483520508,4.999939918518066
1731474136.2637851,63.469791412353516,11.999403953552246,63.469791412353516,11.999403953552246,63.469791412353516,11.999403953552246
1731474136.25901,64.49645233154297,12.999403953552246,64.49645233154297,12.999403953552246,64.49645233154297,12.999403953552246
1731474136.3090398,65.50765228271484,13.999403953552246,65.50765228271484,13.999403953552246,65.50765228271484,13.999403953552246
1731474136.3090398,66.51283264160156,14.999403953552246,66.51283264160156,14.999403953552246,66.51283264160156,14.999403953552246
1731474136.3582823,66.50835418701172,14.999124526977539,66.50835418701172,14.999124526977539,66.50835418701172,14.999124526977539
1731474136.3588867,67.52654266357422,15.999124526977539,67.52654266357422,15.999124526977539,67.52654266357422,15.999124526977539
1731474136.408835,68.53345489501953,16.99912452697754,68.53345489501953,16.99912452697754,68.53345489501953,16.99912452697754
1731474136.408835,69.53885650634766,17.99912452697754,69.53885650634766,17.99912452697754,69.53885650634766,17.99912452697754
1731474136.4588637,70.642578125,18.99912452697754,70.642578125,18.99912452697754,70.642578125,18.99912452697754
1731474136.5088224,72.44310760498047,19.99912452697754,72.44310760498047,19.99912452697754,72.44310760498047,19.99912452697754
1731474136.5587819,74.3414535522461,20.99912452697754,74.3414535522461,20.99912452697754,74.3414535522461,20.99912452697754
1731474136.5587819,75.3493423461914,21.99912452697754,75.3493423461914,21.99912452697754,75.3493423461914,21.99912452697754
1731474136.5972002,75.34357452392578,21.998550415039062,75.34357452392578,21.998550415039062,75.34357452392578,21.998550415039062
1731474136.6086814,77.3359146118164,22.998550415039062,77.3359146118164,22.998550415039062,77.3359146118164,22.998550415039062
1731474136.6586556,79.44961547851562,23.998550415039062,79.44961547851562,23.998550415039062,79.44961547851562,23.998550415039062
1731474136.6869497,79.44316864013672,23.99783706665039,79.44316864013672,23.99783706665039,79.44316864013672,23.99783706665039
1731474136.7085814,81.67388916015625,24.99783706665039,81.67388916015625,24.99783706665039,81.67388916015625,24.99783706665039
1731474136.7085814,82.68424224853516,25.99783706665039,82.68424224853516,25.99783706665039,82.68424224853516,25.99783706665039
1731474136.7586725,85.03546905517578,26.99783706665039,85.03546905517578,26.99783706665039,85.03546905517578,26.99783706665039
1731474136.7766085,85.02803802490234,26.996906280517578,85.02803802490234,26.996906280517578,85.02803802490234,26.996906280517578
1731474136.808501,87.53681182861328,27.996906280517578,87.53681182861328,27.996906280517578,87.53681182861328,27.996906280517578
