Timestamp,Sonar_Distance_1,Confidence_1,Sonar_Distance_2,Confidence_2,Sonar_Distance_3,Confidence_3
1730867818.6412067,735.0,18.333332061767578,2547.0,0.0,879.0,2.3333325386047363
1730867818.838195,735.0,18.333332061767578,2607.0,0.0,879.0,2.3333325386047363
1730867818.9175446,741.0,17.666667938232422,2607.0,0.0,880.0,2.2222228050231934
1730867819.0066583,741.0,17.666667938232422,2607.0,0.0,880.0,2.2222228050231934
1730867819.1922176,748.0,16.888885498046875,2674.0,0.0,895.0,0.5555576682090759
1730867819.2817404,748.0,16.888885498046875,724.0,19.555557250976562,895.0,0.5555576682090759
1730867819.4688435,752.0,16.444446563720703,736.0,18.22222137451172,883.0,1.8888870477676392
1730867819.5584888,757.0,15.888885498046875,736.0,18.22222137451172,883.0,1.8888870477676392
1730867819.776296,757.0,15.888885498046875,728.0,19.111112594604492,874.0,2.888887405395508
1730867819.8708491,761.0,98.5,728.0,0.0,874.0,99.0888900756836
1730867819.9590938,761.0,98.78889465332031,728.0,15.611105918884277,874.0,99.14444732666016
1730867820.10386,761.0,99.0777816772461,728.0,36.48888397216797,874.0,99.20000457763672
1730867820.2848094,763.0,99.0999984741211,728.0,57.36666488647461,878.0,99.66667175292969
1730867820.3943312,768.0,98.84444427490234,745.0,79.94444274902344,878.0,99.68888854980469
1730867820.4884565,768.0,99.06666564941406,745.0,98.62222290039062,878.0,99.87777709960938
1730867820.5624697,768.0,99.28888702392578,745.0,98.85555267333984,878.0,99.93333435058594
1730867820.743796,769.0,99.36666870117188,749.0,98.55555725097656,878.0,99.87777709960938
1730867820.8380451,769.0,99.5,749.0,98.69999694824219,879.0,99.72222137451172
1730867821.0185654,770.0,99.53333282470703,754.0,98.43333435058594,879.0,99.77777862548828
1730867821.1178606,770.0,99.63333129882812,754.0,98.72222137451172,879.0,99.83333587646484
1730867821.2070072,769.0,99.83333587646484,754.0,99.0111083984375,879.0,99.8888931274414
1730867821.336531,769.0,99.92222595214844,783.0,96.4000015258789,879.0,99.94444274902344
1730867821.4852293,767.0,99.81111145019531,3776.0,0.0,878.0,99.94444274902344
1730867821.669723,767.0,99.82222747802734,3777.0,0.0,878.0,99.94444274902344
1730867821.757661,766.0,99.73332977294922,3777.0,0.0,878.0,99.94444274902344
1730867821.9576447,766.0,99.75555419921875,3777.0,0.0,892.0,98.65555572509766
1730867822.0519547,774.0,99.4111099243164,3777.0,0.0,892.0,98.81111145019531
1730867822.3052278,774.0,99.46666717529297,3778.0,0.0,876.0,99.44444274902344
1730867822.4347897,782.0,98.71111297607422,3778.0,0.0,876.0,99.47777557373047
1730867822.5886307,800.0,97.04444122314453,3778.0,33.055545806884766,874.0,99.31111145019531
1730867822.6762602,800.0,97.38888549804688,3778.0,66.65554809570312,874.0,99.36666870117188
1730867822.7639093,808.0,96.9333267211914,3778.0,99.9333267211914,876.0,99.62222290039062
1730867822.9439871,808.0,97.38888549804688,3779.0,99.85555267333984,876.0,99.64443969726562
1730867823.077771,808.0,97.84444427490234,3779.0,99.87777709960938,871.0,99.16666412353516
1730867823.21779,808.0,98.31111145019531,3779.0,99.9000015258789,871.0,99.24444580078125
1730867823.3161325,808.0,98.77777862548828,3779.0,99.92222595214844,873.0,99.67778015136719
1730867823.404956,808.0,99.15555572509766,3779.0,99.94445037841797,873.0,99.8888931274414
1730867823.534539,808.0,99.53333282470703,4350.0,42.85557174682617,873.0,99.92222595214844
1730867823.628672,812.0,99.42222595214844,4350.0,49.211124420166016,874.0,99.94444274902344
1730867823.7023315,812.0,99.55555725097656,4350.0,55.566680908203125,874.0,99.94444274902344
1730867823.866383,812.0,99.68889617919922,4429.0,54.02223205566406,875.0,99.84444427490234
1730867823.9589734,812.0,99.73333740234375,4429.0,61.25556182861328,875.0,99.83333587646484
1730867824.0471385,812.0,99.77777862548828,4429.0,68.477783203125,875.0,99.82221984863281
1730867824.1816459,812.0,99.82222747802734,3884.0,69.80001068115234,875.0,99.86666870117188
1730867824.2692125,812.0,99.86666870117188,765.0,0.0,875.0,99.9111099243164
1730867824.5046053,812.0,99.9111099243164,783.0,0.0,876.0,99.83333587646484
1730867824.5926535,812.0,99.95555877685547,3654.0,87.58887481689453,876.0,99.86666870117188
1730867824.6860175,821.0,99.0999984741211,3654.0,79.85554504394531,876.0,99.9000015258789
1730867824.815026,821.0,99.19999694824219,3654.0,72.1222152709961,876.0,99.92222595214844
1730867824.9089797,830.0,98.4000015258789,3654.0,64.38888549804688,876.0,99.94444274902344
1730867824.967072,830.0,98.5999984741211,3654.0,55.777774810791016,887.0,98.85555267333984
1730867825.1481051,830.0,98.80000305175781,3654.0,47.166664123535156,887.0,98.98888397216797
1730867825.3286924,839.0,98.0999984741211,3654.0,38.5555534362793,886.0,99.22222137451172
1730867825.4378407,848.0,97.5,3654.0,36.0,886.0,99.34444427490234
1730867825.521782,848.0,97.9000015258789,3654.0,68.0999984741211,894.0,98.66666412353516
1730867825.605742,848.0,98.30000305175781,3654.0,100.0,894.0,98.86666870117188
1730867825.7916234,849.0,98.5999984741211,3654.0,100.0,895.0,98.96666717529297
1730867825.921622,849.0,98.9111099243164,3654.0,100.0,895.0,99.17778015136719
1730867826.0656822,858.0,98.32221984863281,3654.0,100.0,894.0,99.4888916015625
1730867826.1582587,858.0,98.63333129882812,3654.0,100.0,894.0,99.68888854980469
1730867826.2508516,864.0,98.34444427490234,3654.0,100.0,894.0,99.76666259765625
1730867826.3846793,864.0,98.72222137451172,3654.0,100.0,894.0,99.84444427490234
1730867826.5441167,873.0,98.0999984741211,3654.0,100.0,894.0,99.93333435058594
1730867826.7088506,873.0,98.37777709960938,3708.0,94.60000610351562,893.0,99.87777709960938
1730867826.8022847,882.0,97.75555419921875,3708.0,95.20001220703125,893.0,99.8888931274414
1730867826.895375,882.0,98.13333129882812,3708.0,95.80001068115234,892.0,99.80000305175781
1730867827.0245717,882.0,98.5,3841.0,83.09999084472656,892.0,99.83333587646484
1730867827.097974,891.0,97.9666748046875,3841.0,85.17777252197266,892.0,99.86666870117188
1730867827.3506413,891.0,98.33333587646484,3872.0,84.15556335449219,884.0,99.0888900756836
1730867827.484695,892.0,98.5999984741211,3872.0,86.5777816772461,884.0,99.19999694824219
1730867827.6391795,894.0,98.71111297607422,3894.0,86.79999542236328,884.0,99.31111145019531
1730867827.7273052,894.0,99.04444885253906,3894.0,89.46665954589844,900.0,98.977783203125
1730867827.8103752,889.0,99.77777862548828,3894.0,92.13333129882812,900.0,99.04444885253906
1730867827.9908578,889.0,99.95555877685547,3957.0,87.9000015258789,901.0,99.022216796875
1730867828.1215916,891.0,99.83333587646484,3957.0,90.66666412353516,901.0,99.1111068725586
1730867828.2671444,891.0,99.93333435058594,4042.0,84.93335723876953,901.0,99.21111297607422
1730867828.360322,897.0,99.43333435058594,4042.0,87.16668701171875,901.0,99.31111145019531
1730867828.4536362,897.0,99.5,4042.0,89.40001678466797,901.0,99.4111099243164
1730867828.6336641,897.0,99.56666564941406,4090.0,86.4888687133789,899.0,99.80000305175781
1730867828.7270405,905.0,98.82222747802734,777.0,0.0,899.0,99.96666717529297
1730867828.9122663,905.0,98.94445037841797,781.0,0.0,899.0,99.86666870117188
1730867829.0053504,905.0,99.06666564941406,3571.0,71.58887481689453,899.0,99.87777709960938
1730867829.0985239,905.0,99.24444580078125,3571.0,67.99998474121094,899.0,99.88888549804688
1730867829.2274551,913.0,98.62222290039062,3571.0,63.711097717285156,899.0,99.9111099243164
1730867829.320879,913.0,98.86666870117188,3571.0,59.422210693359375,899.0,99.93333435058594
1730867829.5518162,922.0,98.21111297607422,3571.0,54.188880920410156,899.0,99.95555114746094
1730867829.645042,922.0,98.4888916015625,3571.0,48.95555114746094,900.0,99.92222595214844
1730867829.7381895,930.0,97.96666717529297,3571.0,43.72222137451172,900.0,99.9111099243164
1730867829.8677912,930.0,98.33332824707031,3571.0,37.9555549621582,900.0,99.92222595214844
1730867829.9616685,930.0,98.6111068725586,3571.0,69.0,899.0,99.96666717529297
1730867830.0140035,930.0,98.88888549804688,3571.0,100.0,899.0,99.96666717529297
1730867830.1980598,930.0,99.16666412353516,3571.0,100.0,890.0,99.06666564941406
1730867830.378203,931.0,99.34444427490234,3571.0,100.0,890.0,99.16666412353516
1730867830.4873152,931.0,99.54444122314453,3571.0,100.0,889.0,99.16667175292969
1730867830.5806139,931.0,99.74444580078125,3571.0,100.0,889.0,99.27777862548828
1730867830.653282,931.0,99.84444427490234,3571.0,100.0,889.0,99.3888931274414
1730867830.8330667,932.0,99.84444427490234,3571.0,100.0,889.0,99.5111083984375
1730867831.019483,932.0,99.86666870117188,6767.0,0.0,903.0,98.96666717529297
1730867831.1279402,939.0,99.18888854980469,6767.0,0.0,903.0,99.0
1730867831.2166154,939.0,99.28888702392578,6767.0,0.0,903.0,99.04444122314453
1730867831.2948875,939.0,99.38888549804688,6767.0,0.0,903.0,99.0888900756836
1730867831.4766734,939.0,99.48888397216797,6756.0,0.0,903.0,99.23332977294922
1730867831.5711875,930.0,99.52222442626953,6756.0,0.0,903.0,99.37777709960938
1730867831.767601,930.0,99.53333282470703,6749.0,0.0,903.0,99.53333282470703
1730867831.8659918,915.0,98.04444885253906,6749.0,30.33333969116211,904.0,99.5888900756836
1730867831.9389267,915.0,98.22222137451172,6749.0,65.64444732666016,904.0,99.75555419921875
1730867832.1240935,915.0,98.4111099243164,6746.0,98.74441528320312,904.0,99.92222595214844
1730867832.217481,923.0,99.39999389648438,6746.0,98.97775268554688,904.0,99.93333435058594
1730867832.4198742,923.0,99.57777404785156,6742.0,98.81111907958984,904.0,99.94444274902344
1730867832.497891,911.0,98.55555725097656,6742.0,99.08889770507812,904.0,99.95555877685547
1730867832.5812423,911.0,98.86666870117188,6742.0,99.3666763305664,904.0,99.96666717529297
1730867832.7659478,900.0,98.07777404785156,6737.0,99.022216796875,892.0,98.82222747802734
1730867832.8591142,900.0,98.4111099243164,6737.0,99.23332977294922,892.0,98.94445037841797
1730867833.0588493,889.0,97.64444732666016,6728.0,98.46668243408203,892.0,99.06666564941406
1730867833.1411564,881.0,97.13333129882812,6728.0,98.70001220703125,892.0,99.20000457763672
1730867833.228832,881.0,97.5111083984375,6728.0,98.933349609375,892.0,99.33333587646484
1730867833.4079163,881.0,97.88888549804688,6720.0,98.33330535888672,892.0,99.46666717529297
1730867833.5871232,871.0,97.35555267333984,6720.0,98.6221923828125,892.0,99.5999984741211
1730867833.6956143,862.0,97.03333282470703,6707.0,97.56664276123047,892.0,99.73333740234375
1730867833.7938302,862.0,97.57777404785156,6707.0,97.95553588867188,892.0,99.86666870117188
1730867833.8662107,862.0,98.12222290039062,6707.0,98.34442901611328,892.0,100.0
1730867834.0499904,852.0,97.54444885253906,6699.0,97.87776947021484,892.0,100.0
1730867834.1374056,852.0,98.0777816772461,6699.0,98.29999542236328,892.0,100.0
1730867834.3618643,847.0,97.9888916015625,6689.0,97.62224578857422,892.0,100.0
1730867834.434118,847.0,98.36666870117188,6689.0,98.05558013916016,892.0,100.0
1730867834.5070007,844.0,98.44444274902344,6689.0,98.4889144897461,892.0,100.0
1730867834.6915615,844.0,98.85555267333984,6633.0,93.23332977294922,892.0,100.0
1730867834.7790523,834.0,98.15555572509766,6633.0,94.19999694824219,892.0,100.0
1730867834.8767052,834.0,98.46666717529297,6633.0,95.022216796875,908.0,98.4000015258789
1730867834.9995825,834.0,98.77777862548828,6614.0,93.9444351196289,908.0,98.5777816772461
1730867835.0923471,825.0,98.18888854980469,6614.0,94.97776794433594,908.0,98.75555419921875
1730867835.3218668,825.0,98.4888916015625,6592.0,93.72222900390625,923.0,97.43333435058594
1730867835.4150252,814.0,97.68888854980469,759.0,0.0,905.0,99.5777816772461
1730867835.5081844,814.0,98.05555725097656,759.0,0.0,905.0,99.72222137451172
1730867835.6379707,805.0,97.52222442626953,775.0,0.0,905.0,99.86666870117188
1730867835.711923,805.0,97.95555877685547,775.0,0.0,905.0,99.98888397216797
1730867835.786112,795.0,97.3888931274414,775.0,0.0,905.0,99.84444427490234
1730867835.9625618,795.0,97.82222747802734,774.0,0.0,903.0,99.5
1730867836.1445463,785.0,97.25555419921875,30769.0,0.0,903.0,99.55555725097656
1730867836.325939,785.0,97.80000305175781,30782.0,0.0,899.0,99.21111297607422
1730867836.5114646,775.0,97.24443817138672,30782.0,0.0,889.0,98.31111145019531
1730867836.6913328,766.0,96.89999389648438,30743.0,0.0,889.0,98.68888854980469
1730867836.7855983,766.0,97.4333267211914,30743.0,0.0,889.0,98.86666870117188
1730867837.0633538,762.0,97.56666564941406,30585.0,0.0,889.0,99.04444885253906
1730867837.1516812,765.0,98.34444427490234,30585.0,0.0,889.0,99.22222137451172
1730867837.2449493,765.0,98.78888702392578,30585.0,0.0,889.0,99.4000015258789
1730867837.43003,765.0,99.12222290039062,30486.0,0.0,889.0,99.5777816772461
1730867837.5181866,748.0,97.75556182861328,30486.0,81.2667236328125,889.0,99.73332977294922
1730867837.6113374,748.0,98.16667175292969,30486.0,84.4111557006836,889.0,99.88888549804688
1730867837.7915866,748.0,98.5777816772461,30433.0,82.40008544921875,889.0,100.0
1730867837.8898497,748.0,98.87777709960938,30433.0,86.2778549194336,889.0,100.0
1730867838.1615548,747.0,98.97777557373047,30370.0,83.42232513427734,889.0,100.0
1730867838.2496767,746.0,99.0888900756836,30370.0,87.56675720214844,889.0,100.0
1730867838.3431365,746.0,99.26666259765625,30370.0,89.95562744140625,889.0,100.0
1730867838.528027,746.0,99.47777557373047,29990.0,54.344390869140625,889.0,100.0
1730867838.7115698,742.0,99.28888702392578,29990.0,60.95549392700195,889.0,100.0
1730867838.8908637,740.0,99.34444427490234,29846.0,52.06669616699219,889.0,100.0
1730867838.9839802,737.0,99.13333129882812,29846.0,59.17780303955078,890.0,99.9000015258789
1730867839.2558374,737.0,99.25555419921875,29290.0,10.68893051147461,890.0,99.9111099243164
1730867839.3438742,734.0,99.0777816772461,2180.0,0.0,890.0,99.92222595214844
1730867839.4371035,734.0,99.23333740234375,2180.0,0.0,890.0,99.93333435058594
1730867839.566269,732.0,99.17778015136719,2177.0,0.0,889.0,99.95555877685547
1730867839.6594584,732.0,99.33333587646484,2177.0,0.0,889.0,99.95555877685547
1730867839.7475693,732.0,99.4888916015625,2177.0,0.0,889.0,99.95555877685547
1730867839.8918576,727.0,99.14444732666016,2174.0,0.0,889.0,99.95555877685547
1730867839.9850156,727.0,99.31111145019531,2174.0,0.0,889.0,99.95555877685547
1730867840.0833006,725.0,99.25555419921875,2174.0,0.0,889.0,99.95555877685547
1730867840.1916494,725.0,99.3888931274414,2171.0,0.0,889.0,99.96666717529297
1730867840.2803388,725.0,99.52222442626953,2171.0,99.5,889.0,99.97777557373047
1730867840.3582516,723.0,99.4222183227539,2171.0,99.5999984741211,889.0,99.9888916015625
1730867840.5430617,723.0,99.54444122314453,2169.0,99.49998474121094,889.0,100.0
1730867840.6356578,722.0,99.54444122314453,2169.0,99.58888244628906,874.0,98.5
1730867840.8144956,722.0,99.65555572509766,2166.0,99.37776947021484,874.0,98.66667175292969
1730867840.912251,720.0,99.56666564941406,2166.0,99.49999237060547,891.0,99.46666717529297
1730867841.005466,720.0,99.64444732666016,2166.0,99.58888244628906,891.0,99.4888916015625
1730867841.1345851,720.0,99.72222137451172,2162.0,99.27777862548828,891.0,99.51111602783203
1730867841.2270014,719.0,99.67777252197266,2162.0,99.4111099243164,891.0,99.53333282470703
1730867841.2888696,719.0,99.74443817138672,2162.0,99.5111083984375,891.0,99.55555725097656
1730867841.4597626,718.0,99.71111297607422,2158.0,99.21112060546875,891.0,99.5777816772461
1730867841.6370924,718.0,99.76666259765625,2158.0,99.35556030273438,891.0,99.5999984741211
1730867841.7517412,717.0,99.72222137451172,2154.0,99.07778930664062,891.0,99.62222290039062
1730867841.8347979,717.0,99.77777862548828,2154.0,99.24445343017578,891.0,99.81111145019531
1730867841.9135096,716.0,99.73333740234375,2154.0,99.3777847290039,891.0,100.0
1730867842.1004944,716.0,99.77777862548828,2167.0,99.18888092041016,897.0,99.39999389648438
1730867842.2259932,715.0,99.72222137451172,2167.0,99.19999694824219,897.0,99.46665954589844
1730867842.3718483,715.0,99.77777862548828,2162.0,99.75556182861328,897.0,99.53333282470703
1730867842.466392,713.0,99.62222290039062,2162.0,99.75556182861328,897.0,99.5999984741211
1730867842.5606632,713.0,99.68888854980469,2162.0,99.75556182861328,896.0,99.76666259765625
1730867842.6853728,713.0,99.74444580078125,2159.0,99.89999389648438,896.0,99.82221984863281
1730867842.7785246,711.0,99.60000610351562,2159.0,99.88887786865234,896.0,99.87777709960938
1730867842.8461297,711.0,99.66667175292969,2159.0,99.83332824707031,896.0,99.93333435058594
1730867843.0210066,711.0,99.73333740234375,2155.0,99.37777709960938,896.0,99.98888397216797
1730867843.1149588,710.0,99.68888854980469,2155.0,99.36666870117188,896.0,99.95555877685547
1730867843.3116288,710.0,99.75555419921875,2150.0,99.00001525878906,896.0,99.96666717529297
1730867843.395821,709.0,99.71111297607422,2150.0,99.18890380859375,896.0,99.97777557373047
1730867843.4790418,709.0,99.77777862548828,2150.0,99.32223510742188,896.0,99.9888916015625
1730867843.6589465,708.0,99.72222137451172,2147.0,99.15556335449219,902.0,99.4000015258789
1730867843.7520392,708.0,99.77777862548828,2147.0,99.32222747802734,902.0,99.46666717529297
1730867843.9373193,706.0,99.63333129882812,2142.0,98.95555114746094,902.0,99.53333282470703
1730867844.1143985,705.0,99.5888900756836,2142.0,99.14443969726562,902.0,99.5999984741211
1730867844.24424,705.0,99.65555572509766,2136.0,98.73332214355469,902.0,99.66666412353516
1730867844.3375578,704.0,99.62222290039062,2136.0,98.9444351196289,902.0,99.73333740234375
1730867844.4053729,704.0,99.68888854980469,2136.0,99.15554809570312,902.0,99.80000305175781
1730867844.5719533,704.0,99.75555419921875,2131.0,98.81111145019531,902.0,99.86666870117188
1730867844.7536967,703.0,99.71111297607422,2131.0,99.02222442626953,901.0,99.96666717529297
1730867844.8842096,701.0,99.57777404785156,2127.0,98.83334350585938,901.0,99.9111099243164
1730867844.9575665,701.0,99.65555572509766,2127.0,99.0555648803711,901.0,99.92222595214844
1730867845.0302851,701.0,99.73332977294922,2127.0,99.27778625488281,901.0,99.93333435058594
1730867845.2113972,703.0,99.9888916015625,2121.0,98.84445190429688,901.0,99.94444274902344
1730867845.3058407,703.0,99.98888397216797,2121.0,99.0777816772461,902.0,99.94444274902344
1730867845.4930887,702.0,99.93333435058594,2116.0,98.74443817138672,902.0,99.94444274902344
1730867845.5875106,702.0,99.95555877685547,2116.0,98.96665954589844,902.0,99.94444274902344
1730867845.6774294,701.0,99.87777709960938,2116.0,99.18888092041016,902.0,99.94444274902344
1730867845.8023746,701.0,99.9111099243164,2113.0,99.0555419921875,902.0,99.94444274902344
1730867845.897257,699.0,99.73333740234375,2113.0,99.25554656982422,902.0,99.95555877685547
1730867846.1307774,699.0,99.75555419921875,2110.0,99.11109924316406,902.0,99.96666717529297
1730867846.220079,698.0,99.67778015136719,2110.0,99.29999542236328,902.0,99.97777557373047
1730867846.314515,698.0,99.71111297607422,2110.0,99.48888397216797,902.0,99.9888916015625
1730867846.4450684,698.0,99.76667022705078,2107.0,99.31112670898438,902.0,100.0
1730867846.5142047,697.0,99.72222137451172,2107.0,99.46668243408203,902.0,100.0
1730867846.772097,697.0,99.77777862548828,2102.0,99.0666732788086,897.0,99.5
1730867846.952942,695.0,99.63333129882812,2102.0,99.22222900390625,897.0,99.55555725097656
1730867847.0418549,694.0,99.5999984741211,2098.0,98.977783203125,897.0,99.61111450195312
1730867847.1359842,694.0,99.67778015136719,2098.0,99.14444732666016,897.0,99.66666412353516
1730867847.4034455,692.0,99.53333282470703,2095.0,99.01111602783203,897.0,99.72222137451172
1730867847.5366135,690.0,99.4111099243164,2095.0,99.17778015136719,875.0,97.57777404785156
1730867847.6802185,690.0,99.5,2093.0,99.1444320678711,875.0,97.87777709960938
1730867847.773678,696.0,99.81111145019531,2093.0,99.33332061767578,876.0,98.27777862548828
1730867847.8620787,696.0,99.78889465332031,2093.0,99.48888397216797,876.0,98.56666564941406
1730867847.990872,696.0,99.77777862548828,2089.0,99.24444580078125,876.0,98.85555267333984
1730867848.0833201,695.0,99.86666870117188,2089.0,99.38888549804688,877.0,99.18888854980469
1730867848.1461437,695.0,99.86666870117188,2089.0,99.53333282470703,877.0,99.4111099243164
1730867848.321645,695.0,99.87777709960938,2074.0,98.1333236694336,878.0,99.73333740234375
1730867848.4112785,693.0,99.91111755371094,2074.0,98.39999389648438,878.0,99.94445037841797
1730867848.505404,693.0,99.9000015258789,2074.0,98.6333236694336,878.0,99.84444427490234
1730867848.6095817,692.0,99.76666259765625,2071.0,98.56668090820312,878.0,99.87777709960938
1730867848.6988196,692.0,99.74444580078125,2071.0,98.81112670898438,878.0,99.9111099243164
1730867848.7779665,692.0,99.78888702392578,2071.0,99.0555648803711,878.0,99.93333435058594
1730867848.9636266,691.0,99.73332977294922,2067.0,98.89999389648438,879.0,99.85555267333984
1730867849.0926514,691.0,99.78888702392578,2067.0,99.14443969726562,879.0,99.88888549804688
1730867849.2334359,689.0,99.63333892822266,2064.0,99.08888244628906,874.0,99.5888900756836
1730867849.3275404,689.0,99.70000457763672,2064.0,99.36666107177734,874.0,99.62222290039062
1730867849.4212337,687.0,99.56666564941406,2064.0,99.47776794433594,875.0,99.76666259765625
1730867849.5516305,687.0,99.63333129882812,2061.0,99.28890228271484,875.0,99.79999542236328
1730867849.6410952,686.0,99.5999984741211,2061.0,99.43334197998047,875.0,99.83333587646484
1730867849.7152405,686.0,99.66666412353516,2061.0,99.5444564819336,875.0,99.86666870117188
1730867849.8763924,686.0,99.73332977294922,2057.0,99.25554656982422,875.0,99.9000015258789
1730867850.0572844,685.0,99.70000457763672,2057.0,99.41110229492188,875.0,99.93333435058594
