Timestamp,Pose_X,Confidence_1,Confidence_1_dev,Pose_Y,Confidence_2,Confidence_2_dev,Pose_Z,Confidence_3,Confidence_3_dev,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z,Sonar_distance_1,Sonar_distance_2,Sonar_distance_3
1731474254.4431198,2.0492911338806152,99.93334197998047,100.0,9.58894157409668,74.54441833496094,100.0,0.884995698928833,100.0,100.0,0.013964744380329547,-0.01608712376603251,-0.0030060963570967174,2051.0,9507.0,885.0
1731474257.691609,2.0687777996063232,99.18888854980469,100.0,8.331330299377441,81.57774353027344,100.0,0.8838503956794739,100.0,100.0,0.04562999114917893,-0.07256702906226192,-0.027411279238477387,2075.0,8195.0,884.0
1731474261.091632,2.1625595092773438,97.8888931274414,100.0,7.071721076965332,72.42222595214844,100.0,0.8839802742004395,100.0,100.0,-0.01365332713183336,0.0011929933232591816,0.019060208589712406,2181.0,6830.0,884.0
1731474264.0723717,2.2156264781951904,99.16665649414062,100.0,5.9046196937561035,79.25554656982422,100.0,0.884000301361084,100.0,100.0,-0.00649970427613555,0.008132195480467274,0.00036478332610482395,2208.0,5719.0,884.0
1731474266.0722406,2.1227667331695557,97.04444122314453,100.0,5.1301703453063965,80.81110382080078,100.0,0.8840018510818481,100.0,100.0,-0.02259670995782567,-0.003085092124280605,-0.00040425356484007167,2099.0,4974.0,884.0
1731474269.774503,1.808544635772705,94.17778015136719,100.0,3.784942626953125,77.07778930664062,100.0,0.8840089440345764,100.0,100.0,-0.02550856154511133,0.005660517169148542,0.011109554397513256,1756.0,3578.0,884.0
1731474270.1731389,1.7707637548446655,94.73332977294922,100.0,3.645382881164551,79.5777816772461,100.0,0.8840184807777405,100.0,100.0,0.01723589070921059,-0.012739089092537676,-0.014497296227033187,1724.0,3463.0,884.0
1731474270.3221228,1.7569818496704102,95.97777557373047,100.0,3.5880520343780518,72.0111083984375,100.0,0.8839389085769653,100.0,100.0,0.016951812261532,0.00393555277070847,-0.021332540733414448,1724.0,3349.0,884.0
1731474271.6718023,1.6604903936386108,96.22221374511719,100.0,3.068176746368408,76.91111755371094,100.0,0.8839977383613586,100.0,100.0,0.005372850400924325,0.0010030711979528702,0.014119143450462827,1629.0,2874.0,884.0
1731474274.1726952,1.7712055444717407,94.45555114746094,100.0,2.154982089996338,78.44444274902344,100.0,0.8840001821517944,100.0,100.0,0.02099620141908274,-0.014807899605046415,-0.002389977991266949,1820.0,1961.0,884.0
1731474275.3237429,1.8298732042312622,96.96666717529297,100.0,1.7624361515045166,72.8888931274414,100.0,0.8838750720024109,99.9000015258789,100.0,-0.7057359994148691,-1.126715041105212,0.07684018157588726,1857.0,1519.0,883.0
1731474276.972612,2.0166103839874268,97.88888549804688,100.0,1.209306001663208,86.20000457763672,100.0,0.8823664784431458,100.0,100.0,0.1526941077648116,0.055408608820147545,-0.048038644498503,1994.0,1088.0,883.0
