Timestamp,Pose_X,Confidence_1,Confidence_1_dev,Pose_Y,Confidence_2,Confidence_2_dev,Pose_Z,Confidence_3,Confidence_3_dev,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z,Sonar_distance_1,Sonar_distance_2,Sonar_distance_3
1730865801.7900286,0.9106886386871338,99.97777557373047,100.0,6.647706031799316,99.1888656616211,83.0,0.9030229449272156,97.35556030273438,95.0,-0.0007771946900865002,-0.00903017652458513,-0.00744555758403897,911.0,6655.0,927.0
1730865804.4391422,0.935363233089447,98.81111145019531,100.0,2.11920428276062,0.0,83.0,0.8794530034065247,98.86666870117188,100.0,-0.004160779078901775,0.008773178492641379,0.012017924867798315,945.0,6672.0,871.0
1730865804.6400275,0.9389014840126038,99.18888854980469,100.0,3.154273271560669,0.0,84.0,0.8805866837501526,99.0,100.0,-0.03829966440830139,-0.013942309398187911,0.03081084846823882,946.0,6669.0,890.0
1730865804.890911,0.9406628608703613,99.37777709960938,100.0,3.8194284439086914,0.0,84.0,0.8848356008529663,94.58888244628906,95.0,-0.03608563343663304,-0.01857079964475075,-0.006694100130272709,946.0,6666.0,934.0
1730865805.9398043,0.9685508608818054,98.18888854980469,100.0,6.6673808097839355,99.07777404785156,87.0,0.9315991997718811,98.4000015258789,95.0,0.014035971721166966,0.03567662375241898,0.02730349489002857,985.0,6653.0,917.0
1730865810.3396025,1.0520662069320679,99.15555572509766,100.0,6.442843437194824,95.9555435180664,98.0,0.8914139866828918,99.95555114746094,100.0,0.010919331945322758,-0.05677610905894348,0.015769626171666717,1044.0,6409.0,891.0
1730865812.0400746,1.0624979734420776,95.12222290039062,97.0,4.118962287902832,0.0,79.0,0.8908953666687012,100.0,100.0,0.08845805959772671,0.006800444588987924,-0.0885358986096726,1107.0,742.0,891.0
1730865812.2390728,1.0753682851791382,96.43333435058594,97.0,2.9382622241973877,0.0,80.0,0.8909333944320679,100.0,100.0,-0.052275784623127534,-0.017019875288120205,0.10664264253999743,1107.0,753.0,891.0
1730865813.3386793,1.1042066812515259,97.27777862548828,97.0,0.7679443955421448,97.84444427490234,78.0,0.8868461847305298,99.75555419921875,100.0,0.053326236891137024,0.021975122417658803,-0.06403545357492212,1128.0,786.0,885.0
1730865814.7399113,1.1364295482635498,99.0,97.0,0.8338086605072021,94.77777862548828,77.0,0.8851118683815002,100.0,100.0,0.07037858394923859,-0.03652883696537103,-0.05800745314164889,1145.0,880.0,885.0
1730865815.439167,1.1378024816513062,99.17778015136719,97.0,0.9384881854057312,47.25555419921875,71.0,0.8850201368331909,100.0,100.0,-0.00031842351690666046,-0.04029946770250134,-0.0025368964700983342,1145.0,1408.0,885.0
1730865815.9890175,1.1420351266860962,98.51111602783203,97.0,1.1746059656143188,70.85554504394531,72.0,0.8849642276763916,100.0,100.0,0.009678493423800713,-0.019770681045533905,0.014366355452188706,1155.0,1417.0,885.0
1730865819.7382495,1.1979343891143799,98.69999694824219,100.0,2.679199695587158,96.72222900390625,74.0,0.8821244835853577,100.0,100.0,0.005296174718375658,-0.04255133503828187,0.04533015755155127,1209.0,2708.0,882.0
1730865820.1391876,1.208641767501831,98.53333282470703,100.0,2.6955435276031494,97.83334350585938,60.0,0.8819294571876526,100.0,100.0,0.022541398865179373,0.015377191133546854,-0.02550370972075952,1222.0,2715.0,882.0
1730865821.28951,1.2375622987747192,98.66667175292969,100.0,2.731215715408325,97.54444885253906,0.0,0.8862271904945374,98.95555114746094,95.0,0.12073129043530448,-0.02743861731901474,-0.01220786860515779,1249.0,2753.0,896.0
1730865823.8388224,1.2618803977966309,99.67777252197266,100.0,3.346059799194336,69.28887939453125,14.0,0.9051456451416016,98.77777862548828,91.0,-0.023484013777821812,-0.006368135567107518,0.029987007603354078,1259.0,3601.0,915.0
1730865826.039132,1.275956392288208,98.44444274902344,100.0,4.200342655181885,76.95555114746094,14.0,0.8959635496139526,97.15555572509766,100.0,-0.10368478455102573,-0.06058079653307688,0.05642797018012217,1262.0,4388.0,872.0
1730865826.4390738,1.271162748336792,99.64444732666016,100.0,4.32860803604126,77.21111297607422,14.0,0.892947256565094,99.0888900756836,96.0,0.1618392298734698,0.07836947830985862,-0.03760093088691933,1268.0,4520.0,902.0
1730865828.088641,1.3182926177978516,98.85556030273438,99.0,4.606073379516602,95.95557403564453,47.0,0.9009069204330444,99.9888916015625,96.0,-0.0346973014177426,-7.212891967160826e-05,0.2334049417131444,1328.0,4570.0,901.0
1730865829.2376804,1.3255318403244019,99.3888931274414,99.0,4.545132160186768,95.09999084472656,95.0,0.898190438747406,98.75555419921875,100.0,0.07424891424760013,0.06126084178624927,0.05492211469450986,1320.0,4501.0,887.0
1730865835.5382292,1.333454966545105,99.58889770507812,100.0,3.9058332443237305,92.16665649414062,66.0,0.8612126111984253,99.66666412353516,100.0,0.005275894215456135,0.029296025568686785,0.011308609356502238,1330.0,3837.0,864.0
1730865836.9387774,1.3263219594955444,99.74444580078125,100.0,3.736236810684204,94.977783203125,83.0,0.8758348226547241,97.75555419921875,100.0,-0.06660367482070659,0.025969204597556764,0.07315326128813515,1329.0,3697.0,895.0
1730865839.389098,1.3436359167099,99.522216796875,100.0,3.4712579250335693,92.78888702392578,100.0,0.8820046186447144,100.0,100.0,0.03814678291803825,0.0024869085532942294,-0.019492844464598525,1348.0,3406.0,882.0
1730865841.488377,32.54145431518555,81.66673278808594,100.0,3.222224712371826,89.65556335449219,100.0,0.88219153881073,100.0,100.0,-0.08538916135469987,0.08239377716690431,0.07335538251708268,32584.0,3134.0,882.0
