Method,RMSE_X,RMSE_Y,RMSE_Z,Variance_X,Variance_Y,Variance_Z
IMU,3.8264724481045476,2.9008247144347554,3.164758829481347,6.3391604246493145,1.8381187968790555,3.924359223360049
KF,0.12189796227792889,1.15084294555001,0.014563928260324053,0.005402140966500112,1.1550563533530296,0.00020826618994805406
SBS,0.13657509154650624,1.7440821251200662,0.8926170194391831,0.0045067522576977695,2.405325067984976,0.00022563275964351915
