Timestamp,Sonar_distance_1,Confidence_1_dev,Confidence_1,Sonar_distance_2,Confidence_2_dev,Confidence_2,Sonar_distance_3,Confidence_3_dev,Confidence_3
1773735305.4935863,520.0,100.0,100.0,730.0,100.0,100.0,0.0,0.0,100.0
1773735305.5325787,520.0,100.0,100.0,737.0,100.0,100.0,0.0,0.0,100.0
1773735305.5905745,520.0,100.0,100.0,737.0,100.0,100.0,0.0,0.0,100.0
1773735305.6295753,517.0,100.0,100.0,736.0,100.0,100.0,0.0,0.0,100.0
1773735305.7075891,514.0,100.0,100.0,736.0,100.0,0.0,0.0,0.0,100.0
1773735305.7695904,514.0,100.0,99.66666412353516,735.0,100.0,99.73333740234375,0.0,0.0,100.0
1773735305.8075807,514.0,100.0,99.80000305175781,735.0,100.0,99.82222747802734,0.0,0.0,100.0
1773735305.8625822,510.9999694824219,100.0,99.66666412353516,735.0,100.0,99.9111099243164,0.0,0.0,100.0
1773735305.9015846,510.9999694824219,100.0,99.79999542236328,734.0,100.0,99.77777862548828,0.0,0.0,100.0
1773735306.0365834,507.0000305175781,100.0,99.51111602783203,733.0,100.0,99.68888092041016,0.0,0.0,100.0
1773735306.0755804,504.0,100.0,99.4000015258789,723.0,100.0,98.0,0.0,0.0,100.0
1773735306.1335819,504.0,100.0,99.62222290039062,723.0,100.0,98.53333282470703,0.0,0.0,100.0
1773735306.1725776,504.0,100.0,99.77777862548828,723.0,100.0,99.06666564941406,0.0,0.0,100.0
1773735306.3095682,501.0,100.0,99.66666412353516,722.0,100.0,99.37777709960938,0.0,0.0,100.0
1773735306.3505588,501.0,100.0,99.79999542236328,722.0,100.0,99.86666870117188,0.0,0.0,100.0
1773735306.405556,501.0,100.0,99.86666870117188,722.0,100.0,99.9111099243164,0.0,0.0,100.0
1773735306.4475567,501.0,100.0,99.93333435058594,701.0,100.0,96.22222137451172,0.0,0.0,100.0
1773735306.5845675,501.0,100.0,100.0,701.0,100.0,97.19999694824219,0.0,0.0,100.0
1773735306.6185596,501.0,100.0,100.0,701.0,100.0,98.13333129882812,0.0,0.0,100.0
1773735306.6765573,505.9999694824219,100.0,99.55555725097656,701.0,100.0,99.06666564941406,0.0,0.0,100.0
1773735306.7165632,505.9999694824219,100.0,99.66666412353516,701.0,100.0,100.0,0.0,0.0,100.0
1773735306.8545623,505.9999694824219,100.0,99.77777862548828,701.0,100.0,100.0,0.0,0.0,100.0
1773735306.94856,505.9999694824219,100.0,99.88888549804688,701.0,100.0,100.0,0.0,0.0,100.0
1773735307.1455626,505.9999694824219,100.0,100.0,701.0,100.0,100.0,0.0,0.0,100.0
1773735307.220603,505.9999694824219,100.0,100.0,701.0,100.0,100.0,0.0,0.0,100.0
1773735307.6855707,505.0,100.0,99.9111099243164,717.0,100.0,97.15554809570312,0.0,0.0,100.0
1773735307.7165813,505.0,100.0,99.93333435058594,717.0,100.0,97.86666107177734,0.0,0.0,100.0
1773735307.7825906,505.9999694824219,100.0,99.95555877685547,718.0,100.0,98.4000015258789,0.0,0.0,100.0
1773735307.8045697,505.9999694824219,100.0,99.95555877685547,718.0,100.0,99.15555572509766,0.0,0.0,100.0
1773735307.8215706,505.9999694824219,100.0,99.95555877685547,718.0,100.0,99.9111099243164,0.0,0.0,100.0
1773735307.8985853,505.9999694824219,100.0,99.97777557373047,718.0,100.0,99.95555877685547,0.0,0.0,100.0
1773735307.9576178,505.0,100.0,99.9111099243164,718.0,100.0,100.0,0.0,0.0,100.0
1773735307.9906275,505.0,100.0,99.93333435058594,719.0,100.0,99.82222747802734,0.0,0.0,100.0
