X,Y,Z
0.013100275,0.09367372,0.00030023244
0.027286742,0.14565077,-0.00025792603
-0.077161595,0.0123073,1.9932424e-05
-0.085104935,0.0072925896,2.3040504e-05
-0.06134923,-0.003131187,1.5624906e-05
-0.08497499,-0.004485199,6.505926e-05
-0.07717014,-0.010257783,4.8966285e-05
-0.07756221,-0.013788583,-4.8037055e-06
-0.055221338,-0.022729319,-0.00015644499
-0.08962638,-0.018346632,8.062854e-05
-0.10738849,-0.0154009415,5.8968075e-05
-0.03768823,-0.028594695,0.00053809886
-0.052042227,-0.023912413,-7.5013116e-07
-0.052984957,-0.02511284,6.725395e-06
-0.06817302,-0.021725975,4.811177e-05
-0.108006425,-0.015335472,0.000799024
-0.11267575,-0.011025685,0.0014754637
-0.065453395,-0.015611938,0.00024702636
-0.024829067,-0.020462077,0.0004884217
-0.27116317,0.024776198,0.0035017252
-0.059044138,-0.0068753106,9.7064854e-05
-0.04502239,-0.0051231054,4.37871e-05
-0.4885628,0.07119555,0.004680748
-0.17884812,0.026742473,0.0030183913
-0.07166452,0.012419709,0.0009421352
-0.0850952,0.018524159,0.0012642817
-0.00341914,0.0077272924,-0.0003860741
-0.043059897,0.017460154,2.3009869e-05
-0.465304,0.08460305,0.0062485817
-0.17475551,0.042195093,0.0030330203
-0.017214613,0.01964126,-2.8479648e-05
0.03857269,0.013084158,-0.0004486639
0.015373855,0.019147454,-2.2259952e-05
-0.04312417,0.028543497,3.7104353e-05
-0.16900045,0.048178513,0.0004537315
-0.33263707,0.07361478,0.002837172
-0.4696854,0.094402105,0.005161596
0.00019518481,0.022182187,-8.1326376e-05
-0.008332207,0.02231858,-3.925165e-05
0.00438982,0.018073527,-2.231251e-05
-0.04006162,0.023963442,-2.882733e-05
-0.08134743,0.029571349,7.0045666e-05
0.01442672,0.012743806,-0.00068581075
-0.03644543,0.019863702,4.1013955e-05
-0.37531865,0.06902484,0.003481213
-0.2435101,0.047843497,0.0030227858
-0.116865195,0.025800249,0.0010883192
-0.043039955,0.011832334,-2.3922054e-05
-0.032429002,0.008019795,2.7773274e-05
-0.0880225,0.014015115,0.00095066323
-0.122648805,0.018066438,0.0009972499
-0.26145,0.038259994,0.0028343617
-0.097464785,0.009244963,0.0016023816
-0.012159134,-0.0054936553,-6.0871657e-06
0.027300501,-0.01259124,1.4943936e-05
-0.05162052,-0.001556847,0.001870514
-0.060363892,0.0003016063,0.0006601575
-0.008627569,-0.008986513,-2.7892884e-06
-0.052462634,-0.0018210016,0.0017957669
0.009596038,-0.011561348,-0.00022672559
-0.26797757,0.03624918,0.004432694
-0.0326861,-0.0025710056,-3.666766e-05
-0.11768955,0.012101965,0.002537845
-0.031700738,-0.0016639389,0.0010198699
-0.032018032,-0.0007514812,0.00047385914
0.015204,-0.007845385,-0.00025567118
-0.001016051,-0.0037041402,-0.000108522356
-0.009331947,-0.0014823724,-7.04913e-05
-0.09190831,0.013434,0.00097650866
0.0044663036,-0.0029707532,-0.00010329439
-0.008698332,0.00032075518,-0.000121879544
0.028803904,-0.006398101,6.1469385e-05
0.022162478,-0.0045282114,-9.251968e-05
0.020792862,-0.0040410687,0.00046239476
-0.12900464,0.022578979,0.0021558392
-0.10642252,0.019887736,0.0015162246
-0.022450907,0.0057506906,5.478465e-05
