Timestamp,Sonar_distance_1,Confidence_1_dev,Confidence_1,Sonar_distance_2,Confidence_2_dev,Confidence_2,Sonar_distance_3,Confidence_3_dev,Confidence_3
1730865946.470272,905.0,100.0,100.0,3812.0,70.0,100.0,899.0,98.0,100.0
1730865946.6030917,905.0,100.0,100.0,3831.0,59.0,100.0,899.0,98.0,100.0
1730865946.6943886,905.0,100.0,100.0,3831.0,59.0,100.0,899.0,98.0,100.0
1730865946.7593668,893.0,100.0,100.0,3831.0,59.0,100.0,899.0,98.0,100.0
1730865946.929719,893.0,100.0,100.0,3854.0,47.0,100.0,888.0,100.0,100.0
1730865947.0211685,881.0,83.0,100.0,804.0,79.0,100.0,888.0,100.0,100.0
1730865947.1177683,881.0,83.0,100.0,804.0,79.0,100.0,887.0,100.0,100.0
1730865947.2397637,881.0,83.0,100.0,821.0,75.0,100.0,887.0,100.0,100.0
1730865947.331433,873.0,83.0,100.0,821.0,75.0,100.0,887.0,100.0,100.0
1730865947.3971334,873.0,83.0,100.0,821.0,75.0,100.0,884.0,100.0,100.0
1730865947.5710783,873.0,83.0,100.0,825.0,75.0,100.0,884.0,100.0,100.0
1730865947.7026186,864.0,83.0,100.0,825.0,75.0,100.0,885.0,100.0,100.0
1730865947.8507357,864.0,83.0,100.0,843.0,74.0,100.0,885.0,100.0,100.0
1730865947.9375377,876.0,83.0,100.0,843.0,74.0,100.0,885.0,100.0,100.0
1730865948.0291789,876.0,83.0,100.0,843.0,74.0,100.0,885.0,100.0,100.0
1730865948.2084496,865.0,83.0,100.0,855.0,72.0,100.0,885.0,100.0,100.0
1730865948.3200388,865.0,83.0,100.0,855.0,72.0,100.0,885.0,100.0,100.0
1730865948.487838,854.0,83.0,100.0,867.0,73.0,100.0,885.0,100.0,100.0
1730865948.5775974,854.0,83.0,100.0,867.0,73.0,100.0,885.0,100.0,100.0
1730865948.6693006,862.0,83.0,100.0,867.0,73.0,100.0,885.0,100.0,100.0
1730865948.7789168,862.0,83.0,100.0,890.0,71.0,100.0,885.0,100.0,100.0
1730865948.872754,870.0,100.0,100.0,890.0,71.0,100.0,885.0,100.0,100.0
1730865948.946309,870.0,100.0,100.0,890.0,71.0,100.0,885.0,100.0,100.0
1730865949.1340065,870.0,100.0,100.0,902.0,72.0,100.0,901.0,96.0,100.0
1730865949.261683,870.0,100.0,100.0,902.0,72.0,100.0,901.0,96.0,100.0
1730865949.4047568,870.0,100.0,100.0,930.0,69.0,100.0,902.0,96.0,100.0
1730865949.4944823,858.0,100.0,100.0,930.0,69.0,100.0,902.0,96.0,100.0
1730865949.5910137,858.0,100.0,100.0,930.0,69.0,100.0,902.0,96.0,100.0
1730865949.7181687,868.0,100.0,100.0,937.0,70.0,100.0,902.0,96.0,100.0
1730865949.8088827,868.0,100.0,100.0,937.0,70.0,100.0,902.0,96.0,100.0
1730865949.8733606,868.0,100.0,100.0,937.0,70.0,100.0,887.0,100.0,100.0
1730865950.0411046,866.0,100.0,100.0,966.0,67.0,100.0,887.0,100.0,100.0
1730865950.1380556,866.0,100.0,100.0,966.0,67.0,100.0,888.0,100.0,100.0
1730865950.3264706,885.0,95.0,100.0,987.0,68.0,100.0,888.0,100.0,100.0
1730865950.4178452,885.0,95.0,100.0,987.0,68.0,100.0,888.0,100.0,100.0
1730865950.6860764,892.0,95.0,100.0,1004.0,69.0,100.0,887.0,100.0,100.0
1730865950.8139737,886.0,95.0,100.0,1004.0,69.0,100.0,887.0,100.0,100.0
1730865950.962062,886.0,95.0,100.0,1037.0,70.0,100.0,888.0,100.0,100.0
1730865951.0532222,925.0,91.0,100.0,1037.0,70.0,100.0,888.0,100.0,100.0
1730865951.1392787,925.0,91.0,100.0,1037.0,70.0,100.0,888.0,100.0,100.0
1730865951.2521024,925.0,91.0,100.0,1064.0,69.0,100.0,888.0,100.0,100.0
1730865951.3442042,927.0,91.0,100.0,1064.0,69.0,100.0,888.0,100.0,100.0
1730865951.414564,927.0,91.0,100.0,1064.0,69.0,100.0,888.0,100.0,100.0
1730865951.6038733,927.0,91.0,100.0,1104.0,66.0,100.0,888.0,100.0,100.0
1730865951.694386,910.0,96.0,100.0,1104.0,66.0,100.0,888.0,100.0,100.0
1730865951.8770983,910.0,96.0,100.0,1137.0,65.0,100.0,888.0,100.0,100.0
1730865951.967967,908.0,96.0,100.0,1137.0,65.0,100.0,888.0,100.0,100.0
