Timestamp,Pose_X,Confidence_1,Confidence_1_dev,Pose_Y,Confidence_2,Confidence_2_dev,Pose_Z,Confidence_3,Confidence_3_dev,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z,Sonar_distance_1,Sonar_distance_2,Sonar_distance_3,Angle_X,Angle_Y,Angle_Z
1730865949.1342292,0.8646589357455277,94.22221374511719,100.0,0.8736316668632965,96.73332977294922,72.0,0.8699012567690906,83.99996948242188,96.0,-0.042274880005228194,-0.4178740877441556,-10.56704271221506,870.0,902.0,901.0,173.4440143649927,9.815348930825945,1.1511011357623324
1730865955.0333755,0.9414966283885998,90.11112213134766,96.0,1.355937128845429,0.0,84.0,0.8745407762985551,100.0,100.0,-0.07060217594314802,-0.2343337096244546,-10.549256178418627,950.0,6666.0,890.0,173.52334574652215,9.960593869683603,-7.031681805641433
1730865956.184022,0.9666699052721988,72.0,100.0,6.630565439308601,97.24446105957031,87.0,0.6570633717320709,89.66668701171875,100.0,-0.17017880382095335,-0.4408340925916947,-10.547433371878046,995.0,6617.0,870.0,174.09399044132277,10.314020565973854,-2.6090813159340214
1730865959.3839538,1.0647796458034198,91.55553436279297,100.0,6.399176093371119,94.8111343383789,62.0,0.876617501340578,89.55554962158203,94.0,-0.2969705491945878,-0.32937329051284275,-10.453046529534577,1072.0,6359.0,902.0,173.21917678465724,9.829198090088559,-4.4585105159805325
1730865961.4334004,1.097807763083576,94.88890075683594,94.0,5.9343577169680195,0.0,67.0,0.8746437193064103,91.88890838623047,94.0,-0.07562070068511727,-0.37645350484752665,-10.549633388027024,1102.0,1633.0,899.0,173.70626504420676,9.382170513576131,-10.059385436869647
1730865961.5833516,1.1031574932885728,96.22222137451172,95.0,5.857985737970877,49.9888916015625,67.0,0.8744599532974099,91.4444580078125,94.0,-0.04621294391961466,-0.36837202854360884,-10.535292992467085,1105.0,1633.0,899.0,173.86195369539706,9.4563359693815,-9.514102374536249
1730865962.0333447,1.102766629895955,99.88892364501953,95.0,1.618461461865757,99.76666259765625,69.0,0.8353144011096257,97.22222137451172,94.0,-0.0510265117826333,-0.35366788240439284,-10.622278295057633,1103.0,1636.0,898.0,173.83169685554802,10.004469192962294,-7.761442776064141
1730865962.1345162,1.1033936201619188,99.55558776855469,95.0,1.6341229071681322,99.79999542236328,69.0,0.8956618879296614,98.88888549804688,94.0,-0.054509736116837654,-0.34106413535543456,-10.624114488196597,1103.0,1636.0,898.0,173.87832948951464,10.064441027236299,-7.292630786882635
1730865965.2333581,1.1177766424705908,96.44441223144531,94.0,5.84661127963319,91.02222442626953,77.0,0.9077208192396512,95.3333511352539,97.0,-0.11377815243997558,-0.42704228033090863,-10.57364930157743,1121.0,5771.0,920.0,173.34191470225167,9.565463629709436,-4.272547744919495
1730865968.4353733,1.1351411863985232,93.44438934326172,83.0,5.3903647551186715,89.22222137451172,79.0,0.9148016536571816,98.77779388427734,97.0,-0.06726059549202881,-0.41210035913205634,-10.576662596029266,1141.0,5294.0,915.0,173.7295489388891,9.600115884374473,-4.7884486103242745
1730865968.5333052,1.137043820047289,94.99995422363281,83.0,5.3614382932529665,91.4111099243164,79.0,0.9006471340043882,99.11112213134766,97.0,-0.08796163142583072,-0.4050194250848136,-10.560571417323102,1141.0,5294.0,915.0,173.83402230561447,9.575096897639577,-4.682625906915611
1730865969.0839987,1.142394020507397,92.6666259765625,100.0,5.297172307890563,86.85553741455078,83.0,0.9136314736020875,98.88884735107422,97.0,-0.09125721198636966,-0.3128491137404102,-10.607167868049926,1149.0,5179.0,914.0,173.74168369361425,9.699882464008857,-4.5560878812212495
1730865970.5335526,1.1642062817349972,81.77782440185547,100.0,5.094816259547631,92.97776794433594,50.0,0.8755739542616618,94.11112976074219,100.0,-0.058659198087608985,-0.2992872959602113,-10.58422892760281,1180.0,5036.0,887.0,173.8201368843292,9.79751920777864,-4.3590630251992994
1730865971.0846622,1.1748533529265874,84.33331298828125,100.0,5.023533274231005,93.73334503173828,50.0,0.8860705056443955,99.33334350585938,100.0,-0.13816744999141783,-0.3182287567322894,-10.573707224113285,1189.0,4967.0,888.0,173.85036894511435,9.381009895156375,-4.104069009284235
1730865973.682793,1.2233996392122446,89.55557250976562,100.0,4.750332137088403,94.06668090820312,50.0,0.8832923691277059,95.66666412353516,95.0,-0.13707669856569854,-0.29643620869843745,-10.526053254223925,1232.0,4702.0,902.0,173.63994132057275,9.444002135714875,-3.21507820553068
1730865975.8351774,1.2484474782782482,81.66668701171875,100.0,4.480445671359093,93.63331604003906,50.0,0.900608168176153,99.00001525878906,95.0,-0.08084122316272477,-0.32515976758798726,-10.592329486432458,1265.0,4423.0,901.0,173.7390203688782,9.692753205105387,-1.1089305334017439
1730865975.933179,1.2520920320841664,84.4444580078125,100.0,4.463320486036909,94.83331298828125,50.0,0.8847837894819365,99.22222900390625,95.0,-0.06509307266120261,-0.3032966727238447,-10.586497602955154,1265.0,4423.0,901.0,173.69504578379656,9.661075954444842,-0.8480878042882117
1730865977.4833887,1.2871040075533653,94.55548858642578,100.0,4.289271504637426,94.39998626708984,66.0,0.8865248922126314,99.8888931274414,95.0,-0.10379264705878848,-0.2879914130192194,-10.585725677085943,1292.0,4239.0,888.0,173.39339852460148,9.556423040657178,-3.3073468128077197
1730865978.5843163,1.3161077214143633,81.0000228881836,100.0,4.1642411846309235,92.5999984741211,100.0,0.881084408931037,93.88887023925781,100.0,-0.10961140083439641,-0.32714276751062277,-10.586809105336542,1299.0,4098.0,877.0,174.1736348202155,9.436196433754743,-6.930397440071112
