Timestamp,Pose_X,Confidence_1,Confidence_1_dev,Pose_Y,Confidence_2,Confidence_2_dev,Pose_Z,Confidence_3,Confidence_3_dev,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z,Sonar_distance_1,Sonar_distance_2,Sonar_distance_3,Angle_X,Angle_Y,Angle_Z
1730865949.1342292,-1.8582916623006276,96.4444351196289,100.0,4.227211797738635,84.22219848632812,72.0,0.6695921335466909,85.77774810791016,96.0,-0.09388071638142276,-0.30585202811853845,-8.650314560211896,870.0,902.0,901.0,173.4440143649927,9.815348930825945,1.1511011357623324
1730865955.0333755,0.9398022539503136,95.11112213134766,96.0,1.3726261175157153,83.55526733398438,84.0,0.5566408549917692,100.0,100.0,-0.24621979230008395,-0.21791764785068968,-10.677096707558738,950.0,6666.0,890.0,173.5113667589547,9.951006829692535,-7.033752833846529
1730865956.1852765,0.969246758168024,78.66667938232422,100.0,1.1496288453414027,88.66685485839844,87.0,0.5717558400481013,98.44442749023438,100.0,-0.2483336614779429,-0.2657752528003274,-10.731178740101466,995.0,6617.0,870.0,174.0950472580808,10.310093554795456,-2.6088921359529578
1730865959.3839538,1.0625945787489746,96.22217559814453,100.0,6.3633332909277875,83.5556869506836,62.0,0.6487896826184457,94.22221374511719,94.0,-0.2835778680784269,-0.2624579359426479,-10.6309190827321,1072.0,6359.0,902.0,173.21917678465724,9.829198090088559,-4.4585105159805325
1730865961.4334004,1.0937714099265483,99.9999771118164,94.0,5.421518362879014,100.0,67.0,0.4913576019275918,92.88890075683594,94.0,-0.2642846013439092,-0.3424961203800334,-10.648743226947431,1102.0,1633.0,899.0,173.70626504420676,9.382170513576131,-10.059385436869647
1730865961.5833516,1.0977891685739691,98.22222137451172,95.0,5.299475248397173,100.0,67.0,0.635858222624388,100.0,94.0,-0.26414132142230184,-0.34396238502169657,-10.64752416528566,1105.0,1633.0,899.0,173.86195369539706,9.4563359693815,-9.514102374536249
1730865962.0333447,1.0905024209981629,98.66670989990234,95.0,4.886501345035007,98.66665649414062,69.0,0.31448642795854936,99.5555648803711,94.0,-0.263980867784101,-0.3426211702616535,-10.64439820509805,1103.0,1636.0,898.0,173.83169685554802,10.004469192962294,-7.761442776064141
1730865962.1345162,1.0993709252029649,99.11115264892578,95.0,4.785552240242747,99.33332824707031,69.0,0.70142214412213,99.77777862548828,94.0,-0.2636798728130294,-0.3402480016388335,-10.643813880944563,1103.0,1636.0,898.0,173.87832948951464,10.064441027236299,-7.292630786882635
1730865965.2333581,1.1118583549483307,98.2221908569336,94.0,5.8003260893690936,50.88895034790039,77.0,0.6209941366757247,99.5555648803711,97.0,-0.2803042250293091,-0.32552110141766216,-10.638416320085263,1121.0,5771.0,920.0,173.34191470225167,9.565463629709436,-4.272547744919495
1730865968.4353733,1.1333478780125608,97.77775573730469,83.0,3.809651747570188,43.11110305786133,79.0,0.6657765973339471,99.77777862548828,97.0,-0.27411576623985,-0.30281852728392944,-10.641305851656806,1141.0,5294.0,915.0,173.7295489388891,9.600115884374473,-4.7884486103242745
1730865968.5333052,1.1335664309928426,98.66665649414062,83.0,3.6939316446201116,65.33330535888672,79.0,0.6406152884415697,100.0,97.0,-0.2743204833991969,-0.3021506245072773,-10.641489798197108,1141.0,5294.0,915.0,173.83430157249438,9.574797893718362,-4.6825794543320445
1730865969.0839987,1.1390545492616493,96.44441223144531,100.0,3.002596124123732,21.777725219726562,83.0,0.6390685619632211,99.11106872558594,97.0,-0.27556421534159464,-0.3038665670751035,-10.642293087730824,1149.0,5179.0,914.0,173.74168369361425,9.699882464008857,-4.5560878812212495
1730865970.5335526,1.1565032747352864,84.00004577636719,100.0,5.039923591376956,73.9999771118164,50.0,0.5522551593270624,100.0,100.0,-0.27529835278136905,-0.29065472558643357,-10.64407621030094,1180.0,5036.0,887.0,173.8201368843292,9.79751920777864,-4.3590630251992994
1730865971.0846622,1.179272810026764,94.66665649414062,100.0,4.978064719799994,77.33338928222656,50.0,0.6841667221701737,99.77777862548828,100.0,-0.27131424896075024,-0.2771994134607638,-10.645695557796998,1189.0,4967.0,888.0,173.85036894511435,9.381009895156375,-4.104069009284235
1730865973.682793,1.221755786574373,95.55555725097656,100.0,4.707474273576725,78.8889389038086,50.0,0.609459321841297,99.77777862548828,95.0,-0.26475326313336506,-0.26521077270073895,-10.64640287818376,1232.0,4702.0,902.0,173.63994132057275,9.444002135714875,-3.21507820553068
1730865975.8351774,1.2550472378695035,94.22221374511719,100.0,4.185039368477693,71.99980163574219,50.0,0.6901035778987132,99.33334350585938,95.0,-0.26740059257996485,-0.284633978796707,-10.648643437014757,1265.0,4423.0,901.0,173.7390203688782,9.692753205105387,-1.1089305334017439
1730865975.933179,1.2586200244818209,98.66665649414062,100.0,4.13213758853003,81.33320617675781,50.0,0.6487359723375347,99.5555648803711,95.0,-0.2673720241554213,-0.28563739095147334,-10.648422914431142,1265.0,4423.0,901.0,173.69504578379656,9.661075954444842,-0.8480878042882117
1730865977.4833887,1.2886193288200616,99.11106872558594,100.0,2.945679866709887,83.99988555908203,66.0,0.7537572869796907,100.0,95.0,-0.2726584815397714,-0.2665221979156931,-10.646278915291994,1292.0,4239.0,888.0,173.39339852460148,9.556423040657178,-3.3073468128077197
1730865978.5834239,1.2414569500609722,67.55557250976562,100.0,4.073077614791121,61.111175537109375,100.0,0.26941908445315876,99.5555648803711,100.0,-0.27380273764066654,-0.25174856357425596,-10.64352678469799,1299.0,4098.0,877.0,174.17126519135178,9.427807872477246,-6.930785767693289
