Timestamp,k_d_1,k_v_1,k_d_2,k_v_2,k_d_3,k_v_3
1731474160.7696915,2.0011751651763916,2.0,2.0011751651763916,2.0,2.0011751651763916,2.0
1731474160.8196826,3.009603500366211,3.0,3.009603500366211,3.0,3.009603500366211,3.0
1731474160.8599963,3.0050954818725586,0.75,3.0050954818725586,0.75,3.0050954818725586,0.75
1731474160.8696597,4.01037073135376,1.75,4.01037073135376,1.75,4.01037073135376,1.75
1731474160.9207711,5.022253036499023,2.75,5.022253036499023,2.75,5.022253036499023,2.75
1731474160.9446487,5.015352249145508,0.7333333492279053,5.015352249145508,0.7333333492279053,5.015352249145508,0.7333333492279053
1731474160.9705622,6.021395206451416,1.7333333492279053,6.021395206451416,1.7333333492279053,6.021395206451416,1.7333333492279053
1731474161.0087767,6.019100666046143,0.6341463327407837,6.019100666046143,0.6341463327407837,6.019100666046143,0.6341463327407837
1731474161.02048,7.023604869842529,1.6341463327407837,7.023604869842529,1.6341463327407837,7.023604869842529,1.6341463327407837
1731474161.02048,8.023659706115723,2.6341464519500732,8.023659706115723,2.6341464519500732,8.023659706115723,2.6341464519500732
1731474161.070523,9.03622055053711,3.6341464519500732,9.03622055053711,3.6341464519500732,9.03622055053711,3.6341464519500732
1731474161.1204453,10.064532279968262,4.634146213531494,10.064532279968262,4.634146213531494,10.064532279968262,4.634146213531494
1731474161.1704516,11.113418579101562,5.634146213531494,11.113418579101562,5.634146213531494,11.113418579101562,5.634146213531494
1731474161.1767151,11.058202743530273,0.8492646813392639,11.058202743530273,0.8492646813392639,11.058202743530273,0.8492646813392639
1731474161.2202854,12.069393157958984,1.8492647409439087,12.069393157958984,1.8492647409439087,12.069393157958984,1.8492647409439087
1731474161.2202854,13.069515228271484,2.849264621734619,13.069515228271484,2.849264621734619,13.069515228271484,2.849264621734619
1731474161.2703397,14.089771270751953,3.849264621734619,14.089771270751953,3.849264621734619,14.089771270751953,3.849264621734619
1731474161.2723804,14.089771270751953,3.849249839782715,14.074146270751953,0.7937831878662109,14.074146270751953,0.7937831878662109
1731474161.3202085,15.127004623413086,4.849249839782715,15.081825256347656,1.793783187866211,15.081825256347656,1.793783187866211
1731474161.3202085,16.127395629882812,5.849249839782715,16.081905364990234,2.793783187866211,16.081905364990234,2.793783187866211
1731474161.3628004,16.127395629882812,5.849215507507324,16.07941246032715,0.7364108562469482,16.07941246032715,0.7364108562469482
1731474161.370244,17.1884765625,6.849215507507324,17.083770751953125,1.7364108562469482,17.083770751953125,1.7364108562469482
1731474161.4202275,18.281858444213867,7.849215507507324,18.0943603515625,2.7364108562469482,18.0943603515625,2.7364108562469482
1731474161.4202275,19.28280258178711,8.849215507507324,19.09449005126953,3.7364108562469482,19.09449005126953,3.7364108562469482
1731474161.470167,20.41350746154785,9.849215507507324,20.118408203125,4.736411094665527,20.118408203125,4.736411094665527
1731474161.5199888,21.591947555541992,10.849215507507324,21.16356658935547,5.736411094665527,21.16356658935547,5.736411094665527
1731474161.5430348,21.591943740844727,10.849098205566406,21.115192413330078,0.8515530228614807,21.115192413330078,0.8515530228614807
1731474161.570011,22.823226928710938,11.849098205566406,22.125829696655273,1.851552963256836,22.125829696655273,1.851552963256836
1731474161.6198852,24.108997344970703,12.849098205566406,23.143085479736328,2.851552963256836,23.143085479736328,2.851552963256836
1731474161.6698837,25.45844841003418,13.849098205566406,24.172218322753906,3.851552963256836,24.172218322753906,3.851552963256836
1731474161.6701639,25.45843505859375,13.848906517028809,24.14516258239746,0.7938804626464844,24.14516258239746,0.7938804626464844
1731474161.7198694,26.87238121032715,14.848906517028809,25.154569625854492,1.7938804626464844,25.154569625854492,1.7938804626464844
1731474161.769799,28.358739852905273,15.848906517028809,26.170442581176758,2.7938804626464844,26.170442581176758,2.7938804626464844
1731474161.8197489,29.922439575195312,16.848905563354492,27.197795867919922,3.7938804626464844,27.197795867919922,3.7938804626464844
1731474161.8299222,29.922401428222656,16.848621368408203,27.173192977905273,0.7914007306098938,27.173192977905273,0.7914007306098938
1731474161.8706505,31.58015251159668,17.848621368408203,28.182533264160156,1.791400671005249,28.182533264160156,1.791400671005249
1731474161.9097598,31.58010482788086,17.848302841186523,28.17804718017578,0.6417568922042847,28.17804718017578,0.6417568922042847
1731474161.9206002,33.31382751464844,18.848302841186523,29.18366050720215,1.6417568922042847,29.18366050720215,1.6417568922042847
1731474161.9705899,35.14008712768555,19.848302841186523,30.194995880126953,2.641757011413574,30.194995880126953,2.641757011413574
1731474161.9911106,35.140010833740234,19.847909927368164,30.18845558166504,0.7254072427749634,30.18845558166504,0.7254072427749634
1731474162.0203743,37.05095291137695,20.847909927368164,31.194414138793945,1.7254072427749634,31.194414138793945,1.7254072427749634
