Timestamp,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z,Filtered_X,Filtered_Y,Filtered_Z,Pose_X,Pose_Y,Pose_Z
1730865950.4339852,-1.8243703842163086,0.9407444000244141,-9.798154830932617,-0.0944302966212546,-0.2178369892378128,-10.755436772188277,0.8660928057966165,0.9190601455436992,0.8916337598421809
1730865950.78379,-1.4993278980255127,1.1518988609313965,-9.931300163269043,-0.20175152209003783,-0.2998817117822408,-10.597794886226072,0.8664172286591181,0.9300453750501844,0.8916033339200204
1730865950.8337855,-1.6006672382354736,1.0863429307937622,-9.86929702758789,-0.12738115668350666,-0.3380170254280125,-10.590924444581502,0.8697023519896274,0.933973035475634,0.8917367549533677
1730865950.8837059,-1.81550133228302,1.01986563205719,-9.81452465057373,-0.05055860181508452,-0.3738843405958341,-10.598142142713037,0.8699909057640971,0.9358973942955789,0.891739747727419
1730865950.9336746,-1.9375649690628052,0.9927679896354675,-9.77560806274414,0.006922467077846658,-0.3978669561825523,-10.6145554543935,0.8704186828980414,0.9387497139724942,0.8917267229893848
1730865950.9836621,-2.0457820892333984,0.9714118242263794,-9.726194381713867,0.026665881702155968,-0.40311745804388055,-10.632486741652626,0.8744637827080546,0.9578343583146508,0.891753582257823
1730865950.9836621,-2.0869340896606445,1.0083929300308228,-9.737180709838867,0.018871396195615134,-0.39788981890487285,-10.639555004757305,0.8745712142535189,0.9583863727173757,0.8917376500888882
1730865951.0336392,-2.0562994480133057,1.051559329032898,-9.758321762084961,-0.00123494374039009,-0.3876767822887671,-10.644280217057403,0.8949106355382632,1.0624228464064878,0.8755284960749145
1730865951.083622,-1.9736506938934326,1.1039338111877441,-9.822582244873047,-0.03312847182161993,-0.373131341810147,-10.646167509659712,0.9152452052436211,1.0441066183469043,0.8787137043512331
1730865951.133597,-1.9302725791931152,1.1401413679122925,-9.887577056884766,-0.07550824440039824,-0.3552745145159969,-10.64508325145204,0.9354482313293797,1.1020341652374532,0.8389267444135536
1730865951.1835477,-1.8705997467041016,1.1601102352142334,-9.892549514770508,-0.12632474795711873,-0.33542885603471634,-10.641306674310709,0.9548747594018187,1.0557262813135926,0.8789246100843789
1730865951.233644,-1.852792739868164,1.1702474355697632,-9.919771194458008,-0.18291636952193138,-0.31509166161123325,-10.635495008015518,0.974435933912307,1.0912587347571312,0.8389923261571982
1730865951.2836158,-1.850260853767395,1.1229956150054932,-9.914119720458984,-0.24225035254721616,-0.2957651407938154,-10.628558352917734,0.9922528774367309,1.04971573105916,0.879070591639667
1730865951.3335752,-1.8229795694351196,1.0839333534240723,-9.910886764526367,-0.3012151896176312,-0.27876444253231525,-10.621499254756438,1.010400648936179,1.0718843895746153,0.8393776044413582
1730865951.3836124,-1.7985893487930298,1.0479875802993774,-9.888747215270996,-0.3568908749743188,-0.26504134078960495,-10.615260388734688,1.0259063928750785,1.041050493189055,0.8791707072181802
1730865951.4335694,-1.7535266876220703,0.9978740811347961,-9.872357368469238,-0.406739422916631,-0.25507610709749196,-10.610598658902362,1.0399049060486556,1.0299040242258808,0.8794466202234377
1730865951.4836032,-1.7225205898284912,0.9698752164840698,-9.863229751586914,-0.4487107294194779,-0.2488563775073951,-10.60800304367613,1.0549499491324092,1.0410256642604,0.8396877770477938
1730865951.533507,-1.668954610824585,0.9353963732719421,-9.8529052734375,-0.4812875755130539,-0.24592712199081607,-10.607668361332513,1.0687689853863294,1.051481057047382,0.7736689765208782
1730865951.583536,-1.6359572410583496,0.9215210676193237,-9.852986335754395,-0.5034892425262679,-0.24549314854441612,-10.609519852292092,1.0814131444567887,1.0613649319260319,0.6808325657565585
1730865951.6334298,-1.6144894361495972,0.9229671359062195,-9.850465774536133,-0.5148516135188496,-0.24655594744092602,-10.613270466808727,1.0886280852366912,1.0325438814969363,0.8785799514110292
1730865951.6834772,-1.6067534685134888,0.9610587358474731,-9.857247352600098,-0.5154045710789976,-0.2480718445237488,-10.618493212992325,1.0985261467778922,1.0382019658044257,0.8385590412105083
1730865951.7344527,-1.5976148843765259,1.0084751844406128,-9.867647171020508,-0.505650925294473,-0.24912132209796847,-10.62469651347343,1.1024681065592996,1.0292105080053957,0.8771401007981695
1730865951.7843916,-1.6114647388458252,1.0301212072372437,-9.874835968017578,-0.4865328424627296,-0.2490584004624228,-10.631393986703422,1.109611509861398,1.0336257685770576,0.8365250308443196
1730865951.8344188,-1.5975745916366577,1.018343448638916,-9.889068603515625,-0.45937506994388083,-0.24758474135107728,-10.638160080340343,1.115586299941144,1.0374286485895108,0.7692665016271197
1730865951.8845086,-1.6075562238693237,0.9683912396430969,-9.893061637878418,-0.4257997594335135,-0.24470981163421998,-10.644665472325581,0.8931228049768827,1.029212812735984,0.876970818059025
1730865951.934418,-1.626556634902954,0.905511736869812,-9.897462844848633,-0.38762099095113345,-0.24061390651165002,-10.650690342177514,0.8921203377251264,1.031475408494403,0.8368295436205031
1730865951.9844997,-1.6508206129074097,0.8503293991088867,-9.890620231628418,-0.3467447491236816,-0.23547869854034237,-10.65611548257324,0.896540207012637,1.033259005538056,0.8760677866842767
1730865952.034278,-1.668717384338379,0.7852784395217896,-9.882685661315918,-0.3050847614745519,-0.2293553712136983,-10.660895441554539,0.8966640231650433,1.0357113664027913,0.8359795814351801
1730865952.0843859,-1.668717384338379,0.7852784395217896,-9.882685661315918,-0.26447810128329063,-0.22211157978010046,-10.665024986283118,0.899137934827913,1.0396918092215013,0.8753400808940033
1730865952.0843859,-1.666137456893921,0.7490000128746033,-9.847501754760742,-0.2265874470923109,-0.21346589983755637,-10.668508663848868,0.8991421902680655,1.0397093223822833,0.8751745226699504
1730865952.134316,-1.6244356632232666,0.7482098340988159,-9.854060173034668,-0.19279392687676758,-0.2030792349209452,-10.67133383254179,0.8995985063570592,1.0423200554569405,0.8348857500854161
1730865952.1843207,-1.6244356632232666,0.7482098340988159,-9.854060173034668,-0.16409808307507212,-0.19065363542469435,-10.673457585259632,0.8996136010444246,1.0444609325041807,0.7676546270070306
1730865952.1843207,-1.5937052965164185,0.7874472141265869,-9.882034301757812,-0.14105950923313,-0.17602111782931165,-10.674827063568294,0.8996125034641482,1.0444718348005166,0.7671919533739568
1730865952.2342668,-1.5707736015319824,0.8576775789260864,-9.910017013549805,-0.12379224080339254,-0.15923274976635104,-10.675429172663582,0.9011370719062913,1.0479453746617966,0.8750370319167605
1730865952.2842512,-1.587791085243225,0.9232023358345032,-9.935588836669922,-0.11200769835254204,-0.14064576131828438,-10.67534399277059,0.9038133354132121,1.0550674733426841,0.8740429923303884
1730865952.3342435,-1.5839658975601196,0.9715844392776489,-9.951668739318848,-0.10510296335918101,-0.12097441524401792,-10.674774270706477,0.9046560563598135,1.0582961758054985,0.8337000650912267
1730865952.3842833,-1.6285433769226074,0.9795622229576111,-9.949352264404297,-0.10228732235872118,-0.10125644586644647,-10.674032919803306,0.9053168802389095,1.0669921483068783,0.8743893488212934
1730865952.4342704,-1.6731714010238647,0.9589577913284302,-9.931402206420898,-0.10272365498939409,-0.08271714419615242,-10.673487539518954,0.9060250106956181,1.071152061369759,0.8344096891036596
1730865952.4843504,-1.7608195543289185,0.9085907340049744,-9.892904281616211,-0.10567065346279794,-0.06656023465707003,-10.673474500748998,0.9064750282857925,1.0751431544300334,0.7674974162523948
1730865952.5342863,-1.8198007345199585,0.8613375425338745,-9.845653533935547,-0.11060981947664665,-0.05374533042831382,-10.674203069040754,0.906494655328521,1.0790172635565454,0.8744617194063937
1730865952.5842535,-1.8743910789489746,0.8098325729370117,-9.812735557556152,-0.11732101073761142,-0.04481636753268288,-10.675677410994538,0.9066051181132369,1.0825924635268258,0.834491797528576
1730865952.634168,-1.8814746141433716,0.8248398900032043,-9.78154468536377,-0.1258710688751255,-0.03983092173586709,-10.67766642874306,0.9091453652220007,1.0906455870034149,0.874464539454143
1730865952.6841817,-1.8178749084472656,0.9012826681137085,-9.799697875976562,-0.13650147749038627,-0.03842573926905095,-10.679739423866758,0.9097658621394856,1.0950117396441588,0.8343919117761517
1730865952.7341259,-1.7743693590164185,0.9895063042640686,-9.821540832519531,-0.1494338206469319,-0.040016711737402996,-10.681366820779651,0.909805083309322,1.1021058077763521,0.8744470932000625
1730865952.7841399,-1.7426655292510986,1.0704177618026733,-9.879551887512207,-0.1646700886939138,-0.04405383976753896,-10.682063335156013,0.9098681378894281,1.1068636557841085,0.8343748027463597
1730865952.834016,-1.7173658609390259,1.144403100013733,-9.899643898010254,-0.18188555144153878,-0.050216311513982995,-10.68152714232951,0.9108184432265954,1.1139580834198732,0.874472226426602
1730865952.884022,-1.7238008975982666,1.201750636100769,-9.902915954589844,-0.20044363367433338,-0.058489433211122294,-10.67971772651707,0.9106605548710679,1.1188661768921904,0.8344722986352342
1730865952.9340377,-1.7645459175109863,1.1820310354232788,-9.86949348449707,-0.21950426497624137,-0.06912361380297659,-10.67683454272587,0.9119043205987116,1.1258943860176416,0.8746456792464767
1730865952.9839852,-1.83077871799469,1.1543887853622437,-9.82955265045166,-0.23819466175896273,-0.08248783788587823,-10.673208466804741,0.9136307662900146,1.1351818087318843,0.8747757630637945
1730865953.0339887,-1.8594506978988647,1.0799541473388672,-9.79504680633545,-0.2557947718468529,-0.09885642102790479,-10.66916206726105,0.9136441311525992,1.1407159506092763,0.8348676001798544
1730865953.0839276,-1.8404059410095215,1.018115758895874,-9.759230613708496,-0.27185596565246095,-0.11820307195969713,-10.664899552435926,0.9129997159743782,1.1459806972234925,0.7683552955661896
1730865953.1339393,-1.7897979021072388,0.9865586757659912,-9.764646530151367,-0.2861894506511242,-0.14007492955612133,-10.660461531798592,0.9116497877231483,1.1509508363172407,0.6746434627557061
1730865953.1840162,-1.698754072189331,1.0258070230484009,-9.786855697631836,-0.29873696482603507,-0.16360214679021967,-10.655754920451356,0.9144060249974517,1.1515541436492704,0.8748126072904293
1730865953.2339149,-1.6195176839828491,1.096706748008728,-9.849236488342285,-0.3093958818975969,-0.18766222891829903,-10.650649735324766,0.9136587282521657,1.155042040147423,0.8351661797888276
1730865953.2839737,-1.6195176839828491,1.096706748008728,-9.849236488342285,-0.31789244059397936,-0.21113173411381575,-10.645100315397752,0.9121164651990218,1.1580687460742543,0.7683738736049217
1730865953.2839737,-1.5690386295318604,1.1863417625427246,-9.894932746887207,-0.32377570199857836,-0.23310112332963967,-10.639224214809973,0.9121017832070543,1.1580895547694952,0.7677679671273049
1730865953.3338645,-1.5596836805343628,1.2637195587158203,-9.941064834594727,-0.32651132904595315,-0.2530055130707132,-10.633316757195011,0.9128921840628692,1.1626760186686558,0.8753563485074202
1730865953.384044,-1.59630286693573,1.3051685094833374,-9.960204124450684,-0.3256042231322192,-0.27069971906511964,-10.627833318357172,0.9113539148148992,1.1653737247962563,0.8355436243433698
1730865953.4338489,-1.6284863948822021,1.3273265361785889,-9.94701862335205,-0.32073102429262973,-0.2864581318657775,-10.623342205901025,0.9090202075241149,1.1673537666532905,0.7694922661298473
1730865953.4840422,-1.6553434133529663,1.316172480583191,-9.920696258544922,-0.3118666048711628,-0.30086710203974637,-10.620423931753646,0.9121332697982483,1.1733349448871626,0.8749465016874752
