Timestamp,Pose_X,Confidence_1,Confidence_1_dev,Pose_Y,Confidence_2,Confidence_2_dev,Pose_Z,Confidence_3,Confidence_3_dev,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z,Sonar_distance_1,Sonar_distance_2,Sonar_distance_3,Angle_X,Angle_Y,Angle_Z
1731474136.3588867,2.445086618696137,100.0,100.0,8.100000802707354,100.0,33.0,0.8809999814361986,100.0,100.0,-2.1735231927937594e-05,-5.6420254417913886e-05,-5.570566357674735e-05,2445.0,8156.0,881.0,177.59804682362707,2.0282987197419056,2.115088195853723
1731474136.9084017,2.432349683162337,100.0,100.0,8.099988821468903,100.0,33.0,0.8809692623963254,100.0,100.0,0.00011761980723624275,-0.00015945005781781935,-0.0007753762263087896,2438.0,8323.0,881.0,177.54852761449334,2.045019038909429,1.4909500045222013
1731474139.5897124,2.420550820250664,93.18513488769531,100.0,8.095868482929433,99.2281494140625,50.0,0.862957883041519,98.44445037841797,100.0,-0.009675022393842252,-0.005922440936374691,-0.0111504610877275,2418.0,8491.0,874.0,177.6567518112153,1.9565815542577052,2.131994605708387
1731474140.4899478,2.4154006984624865,95.62959289550781,100.0,8.087506169222541,98.2474136352539,66.0,0.841713221773088,98.96297454833984,100.0,-0.010649024221167556,-0.008360268306400295,-0.010842241592517912,2415.0,8650.0,875.0,177.8449868952946,1.9974940466382465,3.5504594021670344
1731474141.9393225,2.3967380609804634,78.22213745117188,100.0,8.058972100335314,99.0125961303711,50.0,0.7905036537653943,99.62963104248047,100.0,-0.060815292375881916,-0.01229348660055397,-0.009923985420987247,2383.0,8498.0,875.0,178.53820446597015,2.3357479010064193,48.27194784637494
1731474144.3914948,2.0762449509865433,0.0,100.0,7.926644629361035,90.72000122070312,72.0,0.6652815057530188,97.48149108886719,100.0,0.006907943321629606,-0.11509397679911124,-0.012358687647272382,8869.0,1682.0,881.0,177.45313326017484,1.250246044352865,52.70431779485558
1731474147.739603,1.7924737530667316,0.0,91.0,7.577820383334645,97.5199966430664,45.0,0.433687810854018,94.81482696533203,100.0,-0.011032055328238742,0.11872842221542995,-0.010348735503032405,1572.0,2274.0,880.0,178.21209561189644,0.5586464066295198,-15.83856414181011
1731474148.8395123,1.6952524099220936,58.370357513427734,94.0,7.738501682192065,98.29110717773438,23.0,0.37521675237540325,95.48148345947266,100.0,-0.027439226319090355,0.00046345840278059103,-0.009568322538355281,1515.0,2474.0,880.0,178.02504932372145,1.1195975371717077,-16.579055744164762
1731474151.089344,1.4333218137301007,47.111122131347656,99.0,8.05756891500995,99.65629577636719,87.0,0.2596403121910049,100.0,100.0,0.006972573733631609,-0.007511392117776912,-0.008717635109407346,1393.0,9420.0,880.0,177.82619468876973,1.8428602227597126,-18.087827582640053
1731474155.3702235,1.0086932978777916,74.59254455566406,100.0,8.963462278933434,98.13481140136719,65.0,0.15168553146585304,99.5555648803711,100.0,0.07656177421896465,0.11143086564154978,-0.016448482695707402,1203.0,8959.0,884.0,178.15844779349797,2.5647960062026165,-5.724389301512641
1731474156.870688,1.2768131951937773,97.99996185302734,100.0,9.661725992568364,77.87999725341797,60.0,0.13187373135663713,98.74075317382812,100.0,0.07975726209195613,-0.1164733750238455,-0.005951344704916803,1202.0,1459.0,886.0,177.14722991688382,1.5282160319257725,-2.3511287851798333
1731474159.0204418,1.5849291834753045,76.44451141357422,100.0,10.38713046000908,98.96370697021484,43.0,0.10482459953333223,99.11106872558594,100.0,-0.01891677026255585,0.004582290070700176,-0.01085831628736356,1244.0,1642.0,887.0,176.7910602695925,1.615629290506987,-6.922280684256186
1731474159.9206076,1.7000765589932807,74.81480407714844,100.0,10.656782511524291,98.2585220336914,32.0,0.08524814692674873,99.85184478759766,100.0,-0.00946257471110461,-0.04253555583958189,-0.010722660176302534,1263.0,1800.0,886.0,176.75719582776537,1.2848013666268365,-9.981014735127486
1731474161.6698837,1.8877727707738103,92.44441986083984,100.0,11.046054487861284,93.42666625976562,85.0,0.10254232429852767,99.70368957519531,100.0,-0.018216523981772675,-0.11179653681835468,-0.01101564845007112,1284.0,7440.0,887.0,176.75134143818184,1.6108215248366518,-15.449831098148927
1731474162.5717695,1.2855122600463023,97.5555191040039,100.0,11.131754819748997,97.17333221435547,87.0,0.11394567321555071,100.0,100.0,-0.04363717573924296,-0.11095405969473096,-0.0124194491635577,1280.0,7213.0,887.0,176.79577115578644,2.309526934225731,-4.137218544260348
1731474164.719879,1.2574098230136217,90.6666488647461,100.0,10.976141060776166,96.3385238647461,93.0,0.10086692778405439,100.0,100.0,0.04848712135399713,-0.07316508858934144,-0.007948309235745734,1252.0,6306.0,887.0,176.84813466147202,2.399602978081193,-0.3783087132785244
1731474167.3702247,1.2444855893525748,92.51849365234375,100.0,10.174686101820624,95.66592407226562,83.0,0.09497199588883666,100.0,100.0,-0.0322822036052986,-0.08677842661075867,-0.015094066334661014,1232.0,5104.0,887.0,176.87055492293527,1.9895535517420586,-3.3286223068263854
1731474168.9696105,1.2336464778030065,92.0,100.0,9.383294917117913,96.83555603027344,100.0,0.09936495599522072,100.0,100.0,0.018642623721321975,-0.055405236244247,-0.010460427217294534,1245.0,4541.0,887.0,176.92219810521593,1.941689058310883,-4.787232212549094
1731474169.9206476,1.2482269525792196,93.92591857910156,100.0,8.832359929399159,96.87481689453125,100.0,0.10971163444290395,100.0,100.0,0.02170485178747864,-0.06263123944369282,-0.008227466762533987,1253.0,4183.0,887.0,176.91926667441402,1.7509124686371107,-5.422252467362758
1731474170.551062,1.2587881222277228,97.77776336669922,100.0,8.445755817593714,96.61925506591797,100.0,0.08491259983380445,100.0,100.0,0.015098364333725921,-0.07062107374893592,-0.008132261032611655,1253.0,3952.0,887.0,176.96661825338003,1.8043355042677784,-5.749029814655421
1731474171.1005151,1.2589903501508126,98.88893127441406,100.0,8.077200669188208,95.92888641357422,100.0,0.08976403971226268,100.0,100.0,0.0018489468672041238,-0.08500860148596673,-0.008501321049537372,1251.0,3717.0,887.0,177.2179160656498,1.7309359989103477,-6.562413513783265
1731474172.0508385,1.2543402701265776,99.33338165283203,100.0,7.380689654742764,96.05555725097656,100.0,0.0904010317715202,99.25922393798828,100.0,-0.016221709293451396,-0.10323868493801384,-0.009717311699275496,1252.0,3360.0,886.0,177.38613796577118,1.8189166974073903,-8.61166479753536
1731474174.9508212,1.2022936361719538,49.925880432128906,100.0,4.699732521583929,96.15333557128906,100.0,0.0835462263421011,100.0,100.0,-0.016891679516408718,-0.09307359765246173,-0.011450780466515638,1165.0,2253.0,886.0,177.16922633685184,1.7694357587355014,-19.526991326899832
