Method,RMSE_X,RMSE_Y,RMSE_Z,Variance_X,Variance_Y,Variance_Z
IMU,1.927243508669771,3.504218842580707,0.1910671391068717,1.5969250259681447,6.743092029553863,0.021441423773966146
KF,0.266152106279644,0.4214790280860409,0.00011261640178926474,0.042057207327124195,0.06619133992432549,1.2682453750455277e-08
SBS,0.31397255440328414,0.35707654137161376,0.0,0.07309500636216677,0.04071092617861024,0.0
