X,Y,Z
0.006064241,-0.0075861705,-2.1690217e-05
-0.022756714,0.010828214,-1.2457756e-05
-0.015058927,0.010113942,-2.4426903e-05
-0.04088032,0.016192766,-6.567138e-05
-0.043050915,0.018273145,-9.250721e-05
0.017035682,-0.0009548752,6.5795655e-05
-0.011183587,0.010448041,-7.326412e-05
-0.02185834,0.016360369,-9.6911645e-05
-0.0055856323,0.01426291,-8.709734e-05
0.019477127,0.011810484,-0.00010127503
-0.0025788182,0.018654574,0.00011952331
0.017012268,0.015339587,-4.873176e-05
0.020578695,0.015423602,-6.6413566e-05
-0.0034295055,0.019294625,5.2661195e-05
0.00256891,0.0154878115,-7.873944e-05
0.016069595,0.010759702,-8.99956e-05
0.016805682,0.0071941647,-3.307786e-05
0.01230002,0.0025275156,-3.7021084e-05
-0.0071682506,-0.0030854184,-2.7448365e-05
0.010308635,-0.017286144,2.6461768e-05
-0.009291374,-0.016851354,6.153034e-05
-0.022138009,-0.021272896,0.0007235215
-0.0017080212,-0.025031714,-1.8386367e-05
-0.0010517236,-0.025931006,6.068506e-06
0.00040854665,-0.025401931,6.360432e-05
0.011009412,-0.026269082,7.8149824e-05
0.015249934,-0.022115916,1.2912304e-05
0.010233384,-0.016313264,4.825302e-06
0.02681767,-0.018931719,-2.0618103e-05
0.017628284,-0.016113527,-4.781196e-06
-0.0066250055,-0.006906408,1.52569955e-05
0.010943037,-0.010269764,6.2817708e-06
0.0109888185,-0.006891685,-1.5941054e-05
0.015009247,-0.0065157143,-8.795558e-06
0.0038088786,-0.0033934256,-5.6128226e-08
0.005568069,-0.0015436662,-1.4143771e-05
-0.0031053524,-0.00085423666,-6.8406243e-06
-0.012688236,0.0013324342,-1.21918565e-05
-0.024726218,0.0024569966,8.880903e-06
-0.028800774,0.0045269225,3.9284178e-06
-0.028090457,0.006797268,1.3466422e-05
-0.026962575,0.010067153,1.4714999e-05
-0.017340714,0.014891056,-1.7555676e-05
-0.009137406,0.020203082,-4.390227e-05
-0.00051803974,0.028637415,-0.0001318067
0.01363584,0.031662248,-0.00019224788
0.012709384,0.040762194,-0.00024966476
-0.0045779105,0.049508706,-0.00022776901
-0.0034209373,0.05633487,-0.0003311584
-0.010226389,0.05559421,-0.00013378882
-0.019924238,0.04962783,-5.8993355e-05
-0.028350687,0.04282711,-7.1666494e-05
-0.020334715,0.037294976,-2.646242e-05
-0.0584663,0.03697159,8.400913e-05
-0.06538106,0.036032166,-9.652251e-05
-0.04731892,0.019474348,0.00010687306
-0.023384444,0.0055915685,5.6322435e-05
-0.041533444,0.0033173328,2.7306248e-06
-0.0043783844,-0.011723423,-0.00016491761
0.0063393572,-0.017984187,-5.1571616e-05
-0.060750417,-0.005486067,1.4076452e-05
-0.0044906437,-0.020901049,2.1992148e-05
-0.035503007,-0.016936446,4.5902583e-05
-0.015145137,-0.01465142,0.00013879819
0.015355473,-0.023723619,4.5396922e-05
0.0056107547,-0.020349847,-1.8753755e-05
0.0076659336,-0.020026859,6.03424e-07
-0.001302102,-0.020310642,4.2470474e-05
0.0054410654,-0.020998089,7.898584e-05
-0.02451125,-0.010150092,-6.4338325e-05
-0.021548036,-0.011516087,8.35408e-05
