X,Y,Z
-0.01988991,0.0006450182,1.0170725e-05
-0.021333726,0.0023548927,-1.520063e-07
-0.020586904,0.0044179424,-4.8594634e-06
-0.018589893,0.0060913255,9.621412e-06
-0.027187914,0.018042479,-6.243573e-06
0.03578976,0.01566843,-5.0798676e-06
0.031826787,-0.010051934,5.1946763e-06
-0.016485501,-0.00898005,-1.6047148e-06
0.007230215,-0.009535511,8.767475e-06
0.0229373,-0.006205628,-7.4743743e-06
0.011233748,-0.017569855,3.4020095e-06
0.018431626,-0.014982522,-1.4309979e-06
-0.012895132,0.0022771207,-1.877142e-06
-0.012418977,0.020937722,1.8120905e-06
0.0038750062,0.017613614,-5.542159e-07
0.01908141,-0.0046092295,0.00016853867
0.02728007,-0.031072138,2.2882055e-05
0.0031171609,-0.009539264,0.00018158733
0.0040449323,-0.0019356378,4.2023385e-06
0.0030533664,0.005904113,-1.3437765e-05
0.030683737,0.013123455,-6.50991e-07
0.025427956,0.01701433,-1.443089e-05
0.027733538,0.0034315991,-1.9292518e-05
0.04422116,0.010414178,-2.8645145e-05
0.055896506,-0.033985164,8.129771e-06
0.014519498,-0.023469679,3.1283013e-05
0.004740738,0.022334991,-4.0427745e-05
0.009258246,0.030032322,-7.158095e-05
0.02377785,0.031595867,-0.00028972718
0.011258921,-0.014395767,-1.885242e-05
-0.00974363,-0.061494265,0.00012277246
-0.0025454469,-0.08464468,-1.8760562e-05
-0.023929054,-0.03479447,0.00012254929
-0.013188894,0.008061862,6.537678e-05
0.04960219,0.05590842,-0.00013613602
0.02368728,0.0579733,-9.942213e-06
0.05922885,0.06291372,-6.965864e-05
-0.064507924,0.0086339,0.00039048953
-0.101844676,-0.10232769,0.00051811343
0.018751467,0.036691263,-2.0215033e-05
0.06770349,0.030292962,-3.099576e-07
-0.07043981,-0.10375259,-0.00013206214
-0.1855074,-0.10172897,0.00025044914
-0.0063187815,-0.039283637,-0.00015929101
0.070307255,0.015903052,-5.2212513e-06
0.036218233,-0.08414796,4.222787e-05
0.046805788,0.064408705,-0.00015621129
0.09480749,0.11778753,-0.0004369368
0.0008889723,-0.02201449,-8.5731015e-05
0.006236437,-0.11947495,9.320879e-05
-0.12246153,-0.3203385,0.000122018864
0.10946927,-0.05172316,-8.3999745e-05
1.4988345,-0.45014462,0.00012314724
0.8213573,0.040253025,-1.5294927e-05
1.9562731,-0.10299894,-8.230808e-05
-0.27821264,-0.28326714,5.928119e-05
0.1915967,-0.5858485,0.00012243578
1.7997942,-0.5709488,0.00019747418
0.27049506,-0.6690768,6.6527566e-05
0.045716777,0.18566583,-0.00045927294
1.4115567,0.57590365,-0.00038470392
1.563395,-0.10849004,7.268069e-06
-0.10572537,-0.44587812,0.00033073968
0.020122934,-0.30933556,0.0005396101
0.46330237,-0.29896635,3.7087244e-05
-0.09115847,-0.020997364,-0.000115857554
-0.12846732,0.08917578,-0.00026095333
-0.07286956,0.08110342,-9.272224e-05
-0.29955095,-0.28181756,0.00025602977
