X,Y,Z
-0.0037731475,0.0005186351,-1.2591032e-07
-0.0010563773,-0.00010881709,2.6008448e-07
0.0032091737,-0.0020389443,-1.76046e-07
0.0060867625,-0.00327542,3.049022e-07
0.006308715,-0.0031542934,-1.0557772e-07
0.0053414046,-0.0015473295,2.3571623e-07
0.005830328,-0.0024617307,1.09100164e-07
0.00874801,-0.0030923968,3.342984e-08
0.010609102,-0.003187059,-3.2685085e-07
0.010907519,-0.0044491678,6.51979e-07
0.008477287,-0.0054727076,9.90286e-07
0.006848701,-0.0068573314,3.0780216e-06
0.0049876887,-0.007644919,9.1155937e-07
0.006158863,-0.00547018,-5.447202e-08
0.005676651,-0.0038502372,3.126698e-07
0.009494206,-0.006363178,1.1327268e-06
0.009797141,-0.007456194,2.4906283e-06
0.008068659,-0.006256498,-5.1770184e-07
0.0142210405,-0.009098898,-3.703341e-06
0.013980422,-0.010435154,-6.4549213e-06
0.01614481,-0.0130273895,-2.663791e-05
0.024660401,-0.014682867,-1.7922655e-06
0.03539389,-0.017697582,-5.8890855e-05
0.020143572,-0.01638953,2.7952558e-06
0.06515143,-0.02564586,-0.00019661154
0.039318517,-0.024568245,-7.279724e-05
0.05176189,-0.028108146,-9.273017e-05
0.039486572,-0.023120822,-0.0001513525
0.060105685,-0.031298492,-0.00033671275
0.012712666,-0.024445605,-1.7084478e-05
0.049646284,-0.028688919,-2.457285e-05
0.03427809,-0.027463954,-9.51109e-05
0.07891845,-0.03267611,1.9344818e-05
0.10179363,-0.028531441,2.2405395e-05
0.1274714,-0.02835506,-1.6442797e-05
0.118032955,-0.030381497,-1.6531523e-05
0.086817876,-0.026580505,-6.675042e-05
0.048024867,-0.019461412,-1.5881169e-05
0.06703044,-0.020995043,-5.7371886e-05
0.047656186,-0.015270126,5.333475e-06
0.037432242,-0.010467916,-1.6800717e-05
0.004466757,-0.002782561,-8.235893e-06
0.022553742,-0.0069548725,-5.1784386e-06
0.024240553,-0.009819408,-7.043551e-06
-0.011496035,-0.005311304,-3.509632e-06
0.017957887,-0.015998341,1.3770024e-06
-0.015268794,-0.013001262,-2.1938356e-06
-0.045043536,-0.008770246,7.464591e-08
-0.076948985,-0.005313824,-2.544546e-06
