Timestamp,k_d_1,k_v_1,k_d_2,k_v_2,k_d_3,k_v_3
1731474135.9083474,49.4084358215332,5.486640930175781,49.4084358215332,5.486640930175781,49.4084358215332,5.486640930175781
1731474136.2091148,25.18464469909668,10.973010063171387,25.18464469909668,10.973010063171387,25.18464469909668,10.973010063171387
1731474136.2637851,20.1026611328125,9.870697021484375,25.18400764465332,10.97288703918457,20.1026611328125,9.870697021484375
1731474136.25901,21.104246139526367,10.870697021484375,26.186208724975586,11.97288703918457,21.104246139526367,10.870697021484375
1731474136.3090398,22.106618881225586,11.870697021484375,27.189496994018555,12.97288703918457,22.106618881225586,11.870697021484375
1731474136.3582823,18.095821380615234,10.60176944732666,27.18875503540039,12.972715377807617,18.095821380615234,10.60176944732666
1731474136.3588867,19.09815788269043,11.60176944732666,28.19316291809082,13.972715377807617,19.09815788269043,11.60176944732666
1731474136.408835,20.099233627319336,12.60176944732666,29.195180892944336,14.972715377807617,20.099233627319336,12.60176944732666
1731474136.408835,21.09990692138672,13.60176944732666,30.196443557739258,15.972715377807617,21.09990692138672,13.60176944732666
1731474136.4588637,22.116622924804688,14.60176944732666,31.227012634277344,16.972715377807617,22.116622924804688,14.60176944732666
1731474136.5088224,23.254804611206055,15.60176944732666,32.451534271240234,17.972715377807617,23.254804611206055,15.60176944732666
1731474136.5587819,24.468812942504883,16.601770401000977,33.76389694213867,18.972715377807617,24.468812942504883,16.601770401000977
1731474136.5587819,25.4705867767334,17.601770401000977,34.76639938354492,19.972715377807617,25.4705867767334,17.601770401000977
1731474136.5972002,20.265342712402344,14.9302396774292,34.76517868041992,19.97230339050293,20.265342712402344,14.9302396774292
1731474136.6086814,21.471878051757812,15.9302396774292,36.16793441772461,20.97230339050293,21.471878051757812,15.9302396774292
1731474136.6086814,22.473369598388672,16.930238723754883,37.17070770263672,21.97230339050293,22.473369598388672,16.930238723754883
1731474136.6586556,23.760854721069336,17.930238723754883,38.6810302734375,22.97230339050293,23.760854721069336,17.930238723754883
1731474136.6869497,19.13846778869629,15.140575408935547,38.679500579833984,22.971744537353516,19.13846778869629,15.140575408935547
1731474136.7085814,20.401769638061523,16.140575408935547,40.30082321166992,23.971744537353516,20.401769638061523,16.140575408935547
1731474136.7586725,21.745220184326172,17.140575408935547,42.043941497802734,24.971744537353516,21.745220184326172,17.140575408935547
1731474136.7766085,17.776687622070312,14.544595718383789,42.042110443115234,24.97105598449707,17.776687622070312,14.544595718383789
1731474136.808501,19.080591201782227,15.544595718383789,43.90220642089844,25.97105598449707,19.080591201782227,15.544595718383789
