Method,RMSE_X,RMSE_Y,RMSE_Z,Variance_X,Variance_Y,Variance_Z
IMU,53.292771503672284,72.1616750833324,0.23192746363572048,1361.7948205458265,2457.2214898629454,0.02825932444919656
KF,0.4926523869177958,2.835474674683877,0.009280414409630988,0.20245798590992706,7.775516318372038,5.910123737577118e-05
SBS,1.6992722107152827,2.700962159130231,0.8872084962020784,2.521223400293262,7.0284241407840256,7.136834513393686e-05
