Method,RMSE_X,RMSE_Y,RMSE_Z,Variance_X,Variance_Y,Variance_Z
IMU,2.671136914249639,1.7931906577156032,0.19058726090657221,3.3713770882362764,1.6024454628206302,0.013259963356274914
KF,0.15752139903268148,0.11816926518867042,9.097274300727974e-06,0.02461158834066743,0.0125943452101651,8.209210859094905e-11
SBS,0.25481087810679964,0.18804875912150626,2.867737232804636e-07,0.048529249332377095,0.028903731421773264,5.601271979571721e-14
